,nct_id,canonical_BioLinkBERT-base_interventions,snomed_termid,linkbert_snomed_term_canonical_interventions,linkbert_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
29207,NCT04988867,trofinetide,59034000,Trometamol (substance),12.1611,"[13668001, 33463005]","['Propylene glycol (substance)', 'Liquid substance (substance)']",Propylene glycol (substance)
29229,NCT04998812,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29230,NCT04998851,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29232,NCT04999488,bpm31510,431408005,Bupropion hydrobromide (substance),14.5532,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
29235,NCT05000658,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29240,NCT05003570,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29244,NCT05004896,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29245,NCT05004896,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
29246,NCT05004987,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
29271,NCT05012098,bintrafusp alfa,718942000,Eftrenonacog alfa (substance),11.5897,"[102794000, 420220000, 407073003]","['Proenzyme (substance)', 'Blood derivative (substance)', 'Recombinant protein (substance)']",Proenzyme (substance)
29284,NCT05019885,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29291,NCT05023278,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
29302,NCT05026203,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29303,NCT05026203,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
29304,NCT05026866,donanemab,726519005,Brodalumab (substance),11.7443,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29306,NCT05027997,adx48621,387178009,Probucol (substance),14.2973,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
29317,NCT05029609,anti-cd3 monoclonal antibody,109137000,Muromonab-CD3 (substance),9.1815,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29320,NCT05030129,5-htp,33635003,Serotonin (substance),7.6231,"[44719008, 35069000]","['Mediator of immune response (substance)', 'Neurotransmitter (substance)']",Mediator of immune response (substance)
29321,NCT05030129,5-hydroxytryptophan,33635003,Serotonin (substance),5.6962,"[44719008, 35069000]","['Mediator of immune response (substance)', 'Neurotransmitter (substance)']",Mediator of immune response (substance)
29324,NCT05031143,triamcinolone acetonide,395913005,Triamcinolone acetonide (substance),0.0053,"[304275008, 126090008]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29328,NCT05033561,poliovirus vaccine type 2,860974007,Antigen of live attenuated Human poliovirus serotype 2 (substance),6.5006,"[713616004, 50080151000188106]","['Antigen of Human poliovirus (substance)', 'Antigen of live attenuated virus (substance)']",Antigen of Human poliovirus (substance)
29375,NCT05047172,rivaroxaban,442031002,Rivaroxaban (substance),0.0,"[771577000, 372862008, 420220000]","['Lactam (substance)', 'Anticoagulant (substance)', 'Blood derivative (substance)']",Lactam (substance)
29378,NCT05049161,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29379,NCT05049161,temelimab,704256006,Vedolizumab (substance),11.1385,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29382,NCT05051449,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29387,NCT05053477,mehylprednisolone,116603004,Meprednisone (substance),10.3812,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29400,NCT05062083,celecoxib,116081000,Celecoxib (substance),0.0,"[363549008, 373265006]","['Sulfone (substance)', 'Analgesic (substance)']",Sulfone (substance)
29428,NCT05067868,replagal,718928008,Albutrepenonacog alfa (substance),12.1679,"[102794000, 420220000, 407073003]","['Proenzyme (substance)', 'Blood derivative (substance)', 'Recombinant protein (substance)']",Proenzyme (substance)
29430,NCT05069428,ramelteon,419878007,Ramelteon (substance),0.0062,"[418033003, 372614000]","['Indan (substance)', 'Sedative (substance)']",Indan (substance)
29447,NCT05075499,alemtuzumab,129472003,Alemtuzumab (substance),0.0094,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29450,NCT05075499,covid-19 vaccination,1217296006,Disease caused by severe acute respiratory syndrome coronavirus 2 following administration of vaccine product against severe acute respiratory syndrome coronavirus 2 (disorder),9.6043,"[213317006, 34014006]","['Infection following immunization (disorder)', 'Viral disease (disorder)']",Infection following immunization (disorder)
29453,NCT05075499,sars-cov-2 vaccination,1217296006,Disease caused by severe acute respiratory syndrome coronavirus 2 following administration of vaccine product against severe acute respiratory syndrome coronavirus 2 (disorder),9.8385,"[213317006, 34014006]","['Infection following immunization (disorder)', 'Viral disease (disorder)']",Infection following immunization (disorder)
29455,NCT05076838,diazepam,387264003,Diazepam (substance),0.0079,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
29458,NCT05078177,monoclonal antibodies to cd20 antigen,386919002,Rituximab (substance),10.6298,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29459,NCT05078177,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29474,NCT05081271,covid-19 vaccination,1217296006,Disease caused by severe acute respiratory syndrome coronavirus 2 following administration of vaccine product against severe acute respiratory syndrome coronavirus 2 (disorder),9.6043,"[213317006, 34014006]","['Infection following immunization (disorder)', 'Viral disease (disorder)']",Infection following immunization (disorder)
29492,NCT05089526,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29493,NCT05089526,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29500,NCT05090371,ofatumumab,444607009,Ofatumumab (substance),0.0039,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29520,NCT05095857,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
29522,NCT05096468,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
29523,NCT05096468,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
29524,NCT05097261,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29533,NCT05099640,ptc923,54378000,Coagulation factor IX (substance),12.3425,"[102794000, 420220000]","['Proenzyme (substance)', 'Blood derivative (substance)']",Proenzyme (substance)
29549,NCT05104983,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
29571,NCT05116813,adx48621,387178009,Probucol (substance),14.2973,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
29579,NCT05118204,bup,387564004,Bupropion (substance),8.8921,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
29589,NCT05121324,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
29592,NCT05122650,jzp385,395834002,Pizotifen (substance),15.0322,"[372720008, 767261009]","['Antidepressant (substance)', 'Tricyclic compound (substance)']",Antidepressant (substance)
29594,NCT05123092,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29597,NCT05123703,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29598,NCT05124067,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29609,NCT05126693,botulinum neurotoxin a,108890005,Botulinum toxin type A (substance),2.9329,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29630,NCT05131295,dapsone,387096002,Dapsone (substance),0.0044,"[363549008, 386982002]","['Sulfone (substance)', 'Antileprotic drug (substance)']",Sulfone (substance)
29646,NCT05137938,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29648,NCT05141877,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29650,NCT05141877,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29656,NCT05143762,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
29657,NCT05143762,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29658,NCT05143762,paracetamol,387517004,Paracetamol (substance),0.0074,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
29680,NCT05154734,belimumab,449043000,Belimumab (substance),0.0037,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29681,NCT05154734,immunoglobulin g1λ monoclonal antibody,712606001,Monoclonal immunoglobulin G (substance),11.3045,"[112133008, 68498002]","['Immunoglobulin (substance)', 'Antibody (substance)']",Immunoglobulin (substance)
29683,NCT05155137,rosuvastatin,700067006,Rosuvastatin (substance),0.0,"[373267003, 363549008]","['Antilipemic agent (substance)', 'Sulfone (substance)']",Antilipemic agent (substance)
29691,NCT05158166,daxibotulinumtoxina,444619001,AbobotulinumtoxinA (substance),7.0526,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29693,NCT05158166,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29700,NCT05159687,norepinephrine transport,77673009,Norepinephrine bitartrate (substance),13.0383,"[35069000, 79580006, 34582008]","['Neurotransmitter (substance)', 'Adrenal hormone (substance)', 'Catecholamine (substance)']",Neurotransmitter (substance)
29709,NCT05161975,menaquinone,22606007,Menaquinone 6 (substance),5.9852,"[226355009, 59431004]","['Nutrients (substance)', 'Ketone (substance)']",Nutrients (substance)
29710,NCT05161975,menaquinone 6,22606007,Menaquinone 6 (substance),0.0037,"[226355009, 59431004]","['Nutrients (substance)', 'Ketone (substance)']",Nutrients (substance)
29712,NCT05161975,phylloquinone,66656000,Phytomenadione (substance),9.6383,"[226355009, 59431004]","['Nutrients (substance)', 'Ketone (substance)']",Nutrients (substance)
29714,NCT05162638,ofatumumab,444607009,Ofatumumab (substance),0.0039,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29723,NCT05163808,bpn14770,387178009,Probucol (substance),14.7341,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
29737,NCT05166031,novel oral polio type 2 vaccine,860974007,Antigen of live attenuated Human poliovirus serotype 2 (substance),9.4958,"[713616004, 50080151000188106]","['Antigen of Human poliovirus (substance)', 'Antigen of live attenuated virus (substance)']",Antigen of Human poliovirus (substance)
29738,NCT05166161,ptc923,54378000,Coagulation factor IX (substance),12.3425,"[102794000, 420220000]","['Proenzyme (substance)', 'Blood derivative (substance)']",Proenzyme (substance)
29747,NCT05168735,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29766,NCT05176158,dexketoprofen,396018005,Dexketoprofen (substance),0.0,"[59431004, 373265006]","['Ketone (substance)', 'Analgesic (substance)']",Ketone (substance)
29773,NCT05177718,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29782,NCT05180890,danavorexton,372564002,Danaparoid (substance),10.3356,"[82565009, 372862008, 420220000]","['Mucopolysaccharide (substance)', 'Anticoagulant (substance)', 'Blood derivative (substance)']",Mucopolysaccharide (substance)
29791,NCT05181215,diroximel fumarate,1268407006,Diroximel fumarate (substance),0.0,"[431070007, 372823004]","['Fumarate (substance)', 'Immunosuppressant (substance)']",Fumarate (substance)
29792,NCT05181215,monomethyl fumarate,1010557002,Monomethyl fumarate (substance),0.0057,"[431070007, 372823004]","['Fumarate (substance)', 'Immunosuppressant (substance)']",Fumarate (substance)
29819,NCT05188833,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
29822,NCT05189535,paclitaxel,387374002,Paclitaxel (substance),0.0074,"[415710007, 373244000]","['Terpene (substance)', 'Immunologic agent (substance)']",Terpene (substance)
29826,NCT05191719,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29843,NCT05196308,incobotulinumtoxina,703368006,IncobotulinumtoxinA (substance),0.0024,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29851,NCT05199688,satralizumab,897234001,Satralizumab (substance),0.0055,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
29859,NCT05201560,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
29861,NCT05202574,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29862,NCT05202574,ondanestrone,387364000,Dantron (substance),11.5151,"[372800002, 59431004]","['Laxative (substance)', 'Ketone (substance)']",Laxative (substance)
29881,NCT05208840,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29884,NCT05210621,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
29892,NCT05212571,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
29893,NCT05212571,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29906,NCT05217706,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29916,NCT05221892,aminobutyric acid,259100002,Gamma-aminobutyric acid (substance),4.5617,"[226355009, 35069000]","['Nutrients (substance)', 'Neurotransmitter (substance)']",Nutrients (substance)
29920,NCT05221892,gamma-aminobutyric acid tartarate,259100002,Gamma-aminobutyric acid (substance),9.3395,"[226355009, 35069000]","['Nutrients (substance)', 'Neurotransmitter (substance)']",Nutrients (substance)
29921,NCT05221892,glutamic acid,85214009,Glutamic acid (substance),0.007,"[226355009, 35069000, 430503006]","['Nutrients (substance)', 'Neurotransmitter (substance)', 'Glutamate (substance)']",Nutrients (substance)
29928,NCT05223829,brexanolone,787054008,Brexanolone (substance),0.0031,"[372720008, 126090008]","['Antidepressant (substance)', 'Pregnane (substance)']",Antidepressant (substance)
29935,NCT05226637,botulinum neurotoxin a,108890005,Botulinum toxin type A (substance),2.9329,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29936,NCT05226637,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
29942,NCT05227820,"17a-ethynyl-androst-5-3b, 7b, 17b-triol",710249001,Epitestosterone (substance),11.8818,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29967,NCT05235191,methadone,387286002,Methadone (substance),0.0,"[373265006, 59431004]","['Analgesic (substance)', 'Ketone (substance)']",Analgesic (substance)
29972,NCT05235256,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
29995,NCT05240976,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
29998,NCT05242692,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
30002,NCT05243940,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30003,NCT05243940,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30005,NCT05244226,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30007,NCT05244226,methadone,387286002,Methadone (substance),0.0,"[373265006, 59431004]","['Analgesic (substance)', 'Ketone (substance)']",Analgesic (substance)
30011,NCT05246644,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
30020,NCT05254405,brexanolone,787054008,Brexanolone (substance),0.0031,"[372720008, 126090008]","['Antidepressant (substance)', 'Pregnane (substance)']",Antidepressant (substance)
30024,NCT05257655,sufentanil,49998007,Sufentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30028,NCT05259098,sufentanil,49998007,Sufentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30037,NCT05262023,dnl593,387178009,Probucol (substance),13.624,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
30041,NCT05265728,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30048,NCT05268497,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
30052,NCT05269004,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
30059,NCT05269667,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30060,NCT05269667,satralizumab,897234001,Satralizumab (substance),0.0055,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
30066,NCT05273398,valtoco®,385584001,Valdecoxib (substance),12.2086,"[429343000, 363549008, 373265006]","['Isoxazole (substance)', 'Sulfone (substance)', 'Analgesic (substance)']",Isoxazole (substance)
30084,NCT05279586,lactulose,273945008,Lactulose (substance),0.0052,"[226355009, 372800002]","['Nutrients (substance)', 'Laxative (substance)']",Nutrients (substance)
30086,NCT05280015,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
30093,NCT05280548,migalastat,765340000,Migalastat (substance),0.0,"[226355009, 123682001]","['Nutrients (substance)', 'Piperidine (substance)']",Nutrients (substance)
30097,NCT05282277,estradiol,126172005,Estradiol (substance),0.0,"[304276009, 312263009]","['Estradiol and/or estradiol derivative (substance)', 'Sex hormone (substance)']",Estradiol and/or estradiol derivative (substance)
30108,NCT05284747,evolocumab,716068004,Evolocumab (substance),0.0,"[373267003, 68498002]","['Antilipemic agent (substance)', 'Antibody (substance)']",Antilipemic agent (substance)
30110,NCT05285891,ocr,733464008,Ocrelizumab (substance),12.7747,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
30111,NCT05285891,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
30112,NCT05286697,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
30113,NCT05286697,paracetamol,387517004,Paracetamol (substance),0.0074,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
30115,NCT05286697,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
30129,NCT05293600,acetazolamide,372709008,Acetazolamide (substance),0.0,"[363549008, 372695000]","['Sulfone (substance)', 'Diuretic (substance)']",Sulfone (substance)
30134,NCT05294835,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30135,NCT05294874,abobotulinumtoxina,444619001,AbobotulinumtoxinA (substance),0.0028,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30137,NCT05294874,botulinum toxin a,108890005,Botulinum toxin type A (substance),1.3702,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30138,NCT05294874,incobotulinumtoxina,703368006,IncobotulinumtoxinA (substance),0.0024,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30139,NCT05294874,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30143,NCT05296161,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
30145,NCT05296759,botulinum toxin a,108890005,Botulinum toxin type A (substance),1.3702,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30146,NCT05296759,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30148,NCT05296759,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
30156,NCT05298696,paclitaxel,387374002,Paclitaxel (substance),0.0074,"[415710007, 373244000]","['Terpene (substance)', 'Immunologic agent (substance)']",Terpene (substance)
30165,NCT05303064,ademetionine,441816007,Ademetionine (substance),0.0,"[373545003, 226355009]","['Replacement agent (substance)', 'Nutrients (substance)']",Replacement agent (substance)
30187,NCT05312125,onabotulinum toxin-a,444627005,OnabotulinumtoxinA (substance),3.5608,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
30192,NCT05313659,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
30212,NCT05321680,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
30224,NCT05322889,paclitaxel,387374002,Paclitaxel (substance),0.0074,"[415710007, 373244000]","['Terpene (substance)', 'Immunologic agent (substance)']",Terpene (substance)
30231,NCT05324059,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
30236,NCT05324852,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
