,nct_id,canonical_aact_conditions,snomed_termid,aact_snomed_term_canonical_conditions,aact_cdist_conditions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
18493,NCT03826628,tuberous sclerosis,7199000,Tuberous sclerosis syndrome (disorder),0.0044,"[363235000, 126950007]","['Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Hereditary disorder of nervous system (disorder)
18498,NCT03826940,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
18507,NCT03829566,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
18539,NCT03841292,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
18547,NCT03842969,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
18564,NCT03847155,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
18577,NCT03848832,rett syndrome,68618008,Rett syndrome (disorder),0.0,"[35919005, 363235000, 110359009, 78689005]","['Pervasive developmental disorder (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Intellectual disability (disorder)', 'Chronic brain syndrome (disorder)']",Pervasive developmental disorder (disorder)
18586,NCT03851562,"optic neuropathy, ischemic",14357004,Ischemic optic neuropathy (disorder),1.9759,"[77157004, 17769000]","['Disorder of optic nerve (disorder)', 'Injury of cranial nerve (disorder)']",Disorder of optic nerve (disorder)
18591,NCT03854019,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
18624,NCT03863080,myasthenia gravis,91637004,Myasthenia gravis (disorder),0.0,"[128213006, 257277002]","['Neuromuscular junction disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Neuromuscular junction disorder (disorder)
18630,NCT03863873,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
18638,NCT03865940,trigeminal neuralgia,31681005,Trigeminal neuralgia (disorder),0.0,"[64309007, 23096007]","['Trigeminal nerve disorder (disorder)', 'Cranial neuralgia (disorder)']",Trigeminal nerve disorder (disorder)
18644,NCT03867539,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
18650,NCT03871257,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
18657,NCT03873337,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
18679,NCT03879603,"encephalomyelitis, eastern equine",417496004,Neuroinvasive Eastern equine encephalitis virus infection (disorder),2.3215,"[128117002, 416925005, 45170000]","['Infectious disease of central nervous system (disorder)', 'Eastern equine encephalitis virus infection (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
18695,NCT03882918,angelman syndrome,76880004,Angelman syndrome (disorder),0.005,"[88425004, 110359009]","['Congenital anomaly of nervous system (disorder)', 'Intellectual disability (disorder)']",Congenital anomaly of nervous system (disorder)
18715,NCT03888664,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
18717,NCT03888716,melas syndrome,39925003,"Juvenile myopathy, encephalopathy, lactic acidosis, stroke (disorder)",10.1663,"[16851005, 230690007]","['Mitochondrial myopathy (disorder)', 'Cerebrovascular accident (disorder)']",Mitochondrial myopathy (disorder)
18726,NCT03891758,"meningitis, bacterial",95883001,Bacterial meningitis (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
18727,NCT03891758,bacterial meningitis,95883001,Bacterial meningitis (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
18813,NCT03914638,myasthenia gravis,91637004,Myasthenia gravis (disorder),0.0,"[128213006, 257277002]","['Neuromuscular junction disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Neuromuscular junction disorder (disorder)
18818,NCT03917225,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
18828,NCT03920111,japanese encephalitis,52947006,Japanese encephalitis virus disease (disorder),0.002,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
18829,NCT03920111,"encephalitis, japanese",52947006,Japanese encephalitis virus disease (disorder),0.0066,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
18831,NCT03920865,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
18836,NCT03921528,spinal muscular atrophy,5262007,Spinal muscular atrophy (disorder),0.0059,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
18837,NCT03921528,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
18839,NCT03921528,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
18840,NCT03921541,hyperargininemia,23501004,Arginase deficiency (disorder),0.0014,"[363235000, 36444000]","['Hereditary disorder of nervous system (disorder)', 'Disorder of the urea cycle metabolism (disorder)']",Hereditary disorder of nervous system (disorder)
18864,NCT03927313,"tuberculosis, meningeal",58437007,Tuberculosis of meninges (disorder),3.1958,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
18883,NCT03933163,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
18900,NCT03941444,rett syndrome,68618008,Rett syndrome (disorder),0.0,"[35919005, 363235000, 110359009, 78689005]","['Pervasive developmental disorder (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Intellectual disability (disorder)', 'Chronic brain syndrome (disorder)']",Pervasive developmental disorder (disorder)
18902,NCT03941834,trigeminal neuralgia,31681005,Trigeminal neuralgia (disorder),0.0,"[64309007, 23096007]","['Trigeminal nerve disorder (disorder)', 'Cranial neuralgia (disorder)']",Trigeminal nerve disorder (disorder)
18917,NCT03944447,chronic traumatic encephalopathy,1187004001,Chronic traumatic encephalopathy (disorder),0.0034,"[127295002, 78689005]","['Traumatic brain injury (disorder)', 'Chronic brain syndrome (disorder)']",Traumatic brain injury (disorder)
18928,NCT03945448,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
18938,NCT03950427,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
18941,NCT03952234,melas syndrome,39925003,"Juvenile myopathy, encephalopathy, lactic acidosis, stroke (disorder)",10.1663,"[16851005, 230690007]","['Mitochondrial myopathy (disorder)', 'Cerebrovascular accident (disorder)']",Mitochondrial myopathy (disorder)
18948,NCT03954041,brain contusion,34663006,Contusion of brain (disorder),2.8624,"[127295002, 451000119106]","['Traumatic brain injury (disorder)', 'Closed injury of head (disorder)']",Traumatic brain injury (disorder)
18957,NCT03956446,"encephalitis, tick-borne",712986001,Encephalitis caused by tick-borne encephalitis virus (disorder),3.1432,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
18960,NCT03957720,hepatolenticular degeneration,88518009,Wilson's disease (disorder),0.0046,"[271700006, 363235000]","['Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)']",Chorea (disorder)
18967,NCT03959189,myotonic dystrophy,1177122009,Myotonic dystrophy (disorder),0.0,"[193237003, 73297009]","['Myotonic disorder (disorder)', 'Muscular dystrophy (disorder)']",Myotonic disorder (disorder)
18969,NCT03962114,ataxia telangiectasia,68504005,Ataxia-telangiectasia syndrome (disorder),0.0039,"[48522003, 363235000]","['Spinal cord disorder (disorder)', 'Hereditary disorder of nervous system (disorder)']",Spinal cord disorder (disorder)
18980,NCT03964012,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
18981,NCT03964012,meningococcal meningitis,192644005,Meningococcal meningitis (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19008,NCT03975829,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
19030,NCT03980938,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19032,NCT03981510,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
19055,NCT03988907,spinal muscular atrophy,5262007,Spinal muscular atrophy (disorder),0.0059,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19056,NCT03988907,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19059,NCT03990766,anosmia,230502003,Congenital anosmia (disorder),7.3432,"[85972008, 88425004, 362967002]","['Sensory disorder (disorder)', 'Congenital anomaly of nervous system (disorder)', 'Disorder of olfactory system (disorder)']",Sensory disorder (disorder)
19081,NCT03999099,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19083,NCT03999164,"epilepsy, post-traumatic",75023009,Post-traumatic epilepsy (disorder),2.3339,"[128613002, 127295002]","['Seizure disorder (disorder)', 'Traumatic brain injury (disorder)']",Seizure disorder (disorder)
19087,NCT04000932,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19117,NCT04011280,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19131,NCT04012411,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19140,NCT04014244,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19145,NCT04017052,"encephalitis, tick-borne",712986001,Encephalitis caused by tick-borne encephalitis virus (disorder),3.1432,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
19146,NCT04017390,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19152,NCT04020055,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
19155,NCT04021121,"tuberculosis, meningeal",58437007,Tuberculosis of meninges (disorder),3.1958,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19161,NCT04025203,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19175,NCT04031833,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19179,NCT04033237,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19183,NCT04035135,guillain-barre syndrome,40956001,Guillain-Barré syndrome (disorder),0.0,"[1259104004, 42345000]","['Autoimmune inflammation of nerve (disorder)', 'Polyneuropathy (disorder)']",Autoimmune inflammation of nerve (disorder)
19189,NCT04040049,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
19195,NCT04041713,rett syndrome,68618008,Rett syndrome (disorder),0.0,"[35919005, 363235000, 110359009, 78689005]","['Pervasive developmental disorder (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Intellectual disability (disorder)', 'Chronic brain syndrome (disorder)']",Pervasive developmental disorder (disorder)
19196,NCT04042753,pituitary neoplasms,127024001,Neoplasm of pituitary gland (disorder),3.1728,"[399244003, 126950007]","['Disorder of pituitary gland (disorder)', 'Neoplasm of nervous system (disorder)']",Disorder of pituitary gland (disorder)
19209,NCT04046224,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
19226,NCT04049760,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
19233,NCT04050852,spinal muscular atrophy,5262007,Spinal muscular atrophy (disorder),0.0059,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19234,NCT04050852,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19244,NCT04054024,trigeminal neuralgia,31681005,Trigeminal neuralgia (disorder),0.0,"[64309007, 23096007]","['Trigeminal nerve disorder (disorder)', 'Cranial neuralgia (disorder)']",Trigeminal nerve disorder (disorder)
19247,NCT04055467,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19287,NCT04071639,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19291,NCT04072640,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19325,NCT04083144,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19327,NCT04084210,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19341,NCT04089566,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19385,NCT04102501,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
19386,NCT04102579,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19390,NCT04103333,angelman syndrome,76880004,Angelman syndrome (disorder),0.005,"[88425004, 110359009]","['Congenital anomaly of nervous system (disorder)', 'Intellectual disability (disorder)']",Congenital anomaly of nervous system (disorder)
19391,NCT04103684,"encephalitis, viral",34476008,Viral encephalitis (disorder),0.0,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
19400,NCT04107480,prolactinoma,134209002,Prolactinoma (disorder),0.002,"[399244003, 126950007]","['Disorder of pituitary gland (disorder)', 'Neoplasm of nervous system (disorder)']",Disorder of pituitary gland (disorder)
19405,NCT04109885,"headache disorders, primary",66551002,Psychogenic headache (disorder),7.8186,"[230461009, 723916001]","['Headache disorder (disorder)', 'Bodily distress disorder (disorder)']",Headache disorder (disorder)
19435,NCT04119739,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19437,NCT04120493,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19462,NCT04126135,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19476,NCT04131595,"encephalomyelitis, equine",417496004,Neuroinvasive Eastern equine encephalitis virus infection (disorder),5.5881,"[128117002, 416925005, 45170000]","['Infectious disease of central nervous system (disorder)', 'Eastern equine encephalitis virus infection (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
19485,NCT04135053,"meningitis, bacterial",95883001,Bacterial meningitis (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19494,NCT04140461,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19502,NCT04142411,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19505,NCT04143958,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
19512,NCT04145258,"tuberculosis, meningeal",58437007,Tuberculosis of meninges (disorder),3.1958,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19513,NCT04145258,tuberculous meningitis,58437007,Tuberculosis of meninges (disorder),0.0,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
19516,NCT04146285,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19554,NCT04155424,neuromyelitis optica spectrum disorder,25044007,Neuromyelitis optica (disorder),6.3801,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19555,NCT04155424,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19556,NCT04155424,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19564,NCT04158752,trigeminal neuralgia,31681005,Trigeminal neuralgia (disorder),0.0,"[64309007, 23096007]","['Trigeminal nerve disorder (disorder)', 'Cranial neuralgia (disorder)']",Trigeminal nerve disorder (disorder)
19565,NCT04159805,myasthenia gravis,91637004,Myasthenia gravis (disorder),0.0,"[128213006, 257277002]","['Neuromuscular junction disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Neuromuscular junction disorder (disorder)
19566,NCT04159987,spinal muscular atrophy,5262007,Spinal muscular atrophy (disorder),0.0059,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19567,NCT04159987,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
19572,NCT04161144,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19588,NCT04165239,melas syndrome,39925003,"Juvenile myopathy, encephalopathy, lactic acidosis, stroke (disorder)",10.1663,"[16851005, 230690007]","['Mitochondrial myopathy (disorder)', 'Cerebrovascular accident (disorder)']",Mitochondrial myopathy (disorder)
19601,NCT04170907,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19616,NCT04176172,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19620,NCT04176991,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
19633,NCT04181723,rett syndrome,68618008,Rett syndrome (disorder),0.0,"[35919005, 363235000, 110359009, 78689005]","['Pervasive developmental disorder (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Intellectual disability (disorder)', 'Chronic brain syndrome (disorder)']",Pervasive developmental disorder (disorder)
19636,NCT04182763,pantothenate kinase-associated neurodegeneration,1186861004,Classical pantothenate kinase associated neurodegeneration (disorder),3.5091,"[271700006, 363235000]","['Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)']",Chorea (disorder)
19651,NCT04188873,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
19676,NCT04201262,neuromyelitis optica spectrum disorder,25044007,Neuromyelitis optica (disorder),6.3801,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19677,NCT04201262,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19678,NCT04201262,neuromyelitis optica,25044007,Neuromyelitis optica (disorder),0.007,"[77157004, 48522003]","['Disorder of optic nerve (disorder)', 'Spinal cord disorder (disorder)']",Disorder of optic nerve (disorder)
19679,NCT04201652,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
19682,NCT04201834,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
19707,NCT04212793,pituitary neoplasms,127024001,Neoplasm of pituitary gland (disorder),3.1728,"[399244003, 126950007]","['Disorder of pituitary gland (disorder)', 'Neoplasm of nervous system (disorder)']",Disorder of pituitary gland (disorder)
