,nct_id,aact_snomed_term_canonical_conditions,aact_top_concept_canonical_first_conditions
17123,NCT05039190,Myasthenia gravis (disorder),Neuromuscular junction disorder (disorder)
17124,NCT05039268,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17125,NCT05039489,Schizophrenia (disorder),Schizophrenia (disorder)
17126,NCT05040217,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17127,NCT05040321,Dementia (disorder),Dementia (disorder)
17128,NCT05041322,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17129,NCT05041582,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17130,NCT05041647,Disorder of sleep-wake cycle (disorder)|Depressive disorder (disorder),Dyssomnia (disorder)|Depressive disorder (disorder)
17131,NCT05042037,Migraine (disorder),Headache disorder (disorder)
17132,NCT05042466,Injury of nervous system (disorder),Injury of nervous system (disorder)
17133,NCT05042817,Analgesia,Analgesia
17134,NCT05043519,Injury of cranial nerve (disorder),Injury of cranial nerve (disorder)
17135,NCT05043675,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17136,NCT05043896,Erectile dysfunction (disorder),Sexual disorder (disorder)
17137,NCT05044611,Bipolar disorder (disorder),Bipolar disorder (disorder)
17138,NCT05044819,Lennox-Gastaut syndrome (disorder)|Tuberous sclerosis syndrome (disorder),Seizure disorder (disorder)|Hereditary disorder of nervous system (disorder)
17139,NCT05045170,Psychogenic amnesia (disorder),Dissociative disorder (disorder)
17140,NCT05045248,Myasthenia gravis (disorder),Neuromuscular junction disorder (disorder)
17141,NCT05046106,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17142,NCT05046353,Schizophrenia (disorder),Schizophrenia (disorder)
17143,NCT05046522,Migraine (disorder),Headache disorder (disorder)
17144,NCT05047172,Cerebral arteriosclerosis (disorder)|Cerebrovascular accident (disorder),Cerebral arteriosclerosis (disorder)|Cerebrovascular accident (disorder)
17145,NCT05047523,Wilson's disease (disorder),Chorea (disorder)
17146,NCT05047913,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17147,NCT05048667,Erectile dysfunction (disorder),Sexual disorder (disorder)
17148,NCT05049161,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17149,NCT05049707,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17150,NCT05050864,Benign intracranial hypertension (disorder),Benign intracranial hypertension (disorder)
17151,NCT05051449,Depressive disorder (disorder),Depressive disorder (disorder)
17152,NCT05051501,Organic memory impairment (disorder),Organic memory impairment (disorder)
17153,NCT05051657,Maple syrup urine disease (disorder)|Tyrosinemia (disorder)|Homocystinuria (disorder)|Phenylketonuria (disorder),Maple syrup urine disease (disorder)|Tyrosinemia (disorder)|Homocystinuria (disorder)|Phenylketonuria (disorder)
17154,NCT05052879,Erectile dysfunction (disorder)|Anejaculation (disorder),Sexual disorder (disorder)|Anejaculation (disorder)
17155,NCT05053035,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17156,NCT05053217,Fibromyalgia (disorder),Fibromyalgia (disorder)
17157,NCT05053321,Tardive dyskinesia (disorder),Drug-induced dyskinesia (disorder)
17158,NCT05053477,Carpal tunnel syndrome (disorder),Median neuropathy (disorder)
17159,NCT05054140,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17160,NCT05054387,Fabry's disease (disorder),Hereditary disorder of nervous system (disorder)
17161,NCT05055024,Narcolepsy (disorder),Dyssomnia (disorder)
17162,NCT05056194,Parkinson's disease (disorder),Parkinsonism (disorder)
17163,NCT05058040,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17164,NCT05058391,Mucopolysaccharidosis type II (disorder),Mucopolysaccharidosis type II (disorder)
17165,NCT05058677,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
17166,NCT05059223,Cataplexy (disorder)|Narcolepsy (disorder),Cataplexy (disorder)|Dyssomnia (disorder)
17167,NCT05060549,Bipolar disorder (disorder),Bipolar disorder (disorder)
17168,NCT05061758,Sensorineural hearing loss (disorder),Hearing disorder (disorder)
17169,NCT05062083,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17170,NCT05062226,Tyrosinemia (disorder),Tyrosinemia (disorder)
17171,NCT05063539,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17172,NCT05063630,Cerebral arteriosclerosis (disorder)|Cerebral atherosclerosis (disorder),Cerebral arteriosclerosis (disorder)
17173,NCT05063656,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17174,NCT05063721,Mitochondrial myopathy (disorder),Mitochondrial myopathy (disorder)
17175,NCT05063851,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17176,NCT05063877,Epilepsy (disorder),Seizure disorder (disorder)
17177,NCT05064319,Bipolar disorder (disorder),Bipolar disorder (disorder)
17178,NCT05064371,Migraine (disorder),Headache disorder (disorder)
17179,NCT05064397,Cluster headache syndrome (disorder)|Chronic cluster headache (disorder),Headache disorder (disorder)
17180,NCT05065216,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17181,NCT05066217,Lennox-Gastaut syndrome (disorder),Seizure disorder (disorder)
17182,NCT05066308,Depressive disorder (disorder),Depressive disorder (disorder)
17183,NCT05066360,Epilepsy (disorder),Seizure disorder (disorder)
17184,NCT05066503,Delirium (disorder),Confusional state (disorder)
17185,NCT05066620,Cerebral hemorrhage (disorder),Intracranial hemorrhage (disorder)
17186,NCT05066633,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
17187,NCT05067244,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17188,NCT05067387,Substance-related disorders,Substance-related disorders
17189,NCT05067582,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17190,NCT05067634,Partial epilepsy with impairment of consciousness (disorder),Seizure disorder (disorder)
17191,NCT05067790,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
17192,NCT05067868,Fabry's disease (disorder),Hereditary disorder of nervous system (disorder)
17193,NCT05068349,Disorder of the central nervous system (disorder)|Disorder of nervous system (disorder)|Cerebrovascular accident (disorder)|Cerebral ischemia (disorder)|Cerebral infarction (disorder),Disorder of the central nervous system (disorder)|Disorder of nervous system (disorder)|Cerebrovascular accident (disorder)|Cerebral ischemia (disorder)|Cerebral infarction (disorder)
17194,NCT05068830,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17195,NCT05069428,Delirium (disorder),Confusional state (disorder)
17196,NCT05070351,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
17197,NCT05071352,Analgesia,Analgesia
17198,NCT05071430,Panic disorder (disorder),Anxiety disorder (disorder)
17199,NCT05071716,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
17200,NCT05073133,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
17201,NCT05073640,Schizophrenia (disorder),Schizophrenia (disorder)
17202,NCT05073679,Bulimia nervosa (disorder)|Eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
17203,NCT05074056,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17204,NCT05074498,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17205,NCT05075499,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17206,NCT05076838,Epilepsy (disorder),Seizure disorder (disorder)
17207,NCT05077501,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17208,NCT05077631,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17209,NCT05078177,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17210,NCT05079854,Injury of cornea (disorder),Injury of eye region (disorder)
17211,NCT05080270,Multiple sclerosis (disorder)|Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
17212,NCT05081180,Neoplasm of central nervous system (disorder),Neoplasm of nervous system (disorder)
17213,NCT05081219,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17214,NCT05081245,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17215,NCT05081271,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17216,NCT05081518,Partial epilepsy with impairment of consciousness (disorder),Seizure disorder (disorder)
17217,NCT05083260,Parkinson's disease (disorder),Parkinsonism (disorder)
17218,NCT05084365,Parkinson's disease (disorder),Parkinsonism (disorder)
17219,NCT05085483,Migraine (disorder),Headache disorder (disorder)
17220,NCT05085782,Fibromyalgia (disorder),Fibromyalgia (disorder)
17221,NCT05085808,Delirium (disorder),Confusional state (disorder)
17222,NCT05086276,Sudden hearing loss (disorder)|Sensorineural hearing loss (disorder),Hearing disorder (disorder)
17223,NCT05087056,Meningococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
17224,NCT05088252,Neoplasm of pituitary gland (disorder),Disorder of pituitary gland (disorder)
17225,NCT05089526,Analgesia,Analgesia
17226,NCT05089604,Essential tremor (disorder),Essential tremor (disorder)
17227,NCT05090371,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
17228,NCT05091242,Delirium (disorder),Confusional state (disorder)
17229,NCT05092685,Ornithine carbamoyltransferase deficiency (disorder),Disorder of the urea cycle metabolism (disorder)
17230,NCT05093218,Sarcopenia (disorder),Sarcopenia (disorder)
17231,NCT05093582,Cluster headache syndrome (disorder),Headache disorder (disorder)
17232,NCT05093829,Meningitis (disorder),Meningitis (disorder)
17233,NCT05094011,Parkinson's disease (disorder),Parkinsonism (disorder)
17234,NCT05094050,Parkinson's disease (disorder),Parkinsonism (disorder)
17235,NCT05095571,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17236,NCT05095857,Traumatic brain injury (disorder)|Cerebral hemorrhage (disorder),Traumatic brain injury (disorder)|Intracranial hemorrhage (disorder)
17237,NCT05096221,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
17238,NCT05096468,Neoplasm of spinal cord (disorder),Spinal cord disorder (disorder)
17239,NCT05096988,Phenylketonuria (disorder),Phenylketonuria (disorder)
17240,NCT05097261,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
17241,NCT05098509,Prader-Willi syndrome (disorder),Disorder of pituitary gland (disorder)
17242,NCT05098574,Bipolar disorder (disorder),Bipolar disorder (disorder)
17243,NCT05099055,Analgesia,Analgesia
17244,NCT05099107,Nemaline myopathy (disorder)|Combined disorder of muscle AND peripheral nerve (disorder),Nemaline myopathy (disorder)|Combined disorder of muscle AND peripheral nerve (disorder)
17245,NCT05099341,Depressive disorder (disorder),Depressive disorder (disorder)
17246,NCT05099640,Phenylketonuria (disorder),Phenylketonuria (disorder)
17247,NCT05099796,Nerve root disorder (disorder),Nerve root disorder (disorder)
17248,NCT05100459,Polyalgia (disorder),Polyalgia (disorder)
17249,NCT05100654,Erectile dysfunction (disorder),Sexual disorder (disorder)
17250,NCT05101018,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17251,NCT05101122,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
17252,NCT05101148,Neurofibromatosis type 1 (disorder),Neoplasm of nerve sheath origin (disorder)
17253,NCT05102045,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17254,NCT05102396,Hyperhidrosis (disorder),Hyperhidrosis (disorder)
17255,NCT05102591,Migraine (disorder),Headache disorder (disorder)
17256,NCT05103410,Analgesia,Analgesia
17257,NCT05103618,Parkinson's disease (disorder),Parkinsonism (disorder)
17258,NCT05103657,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17259,NCT05104424,Disorder of olfactory system (disorder)|Disorder of taste (disorder),Disorder of olfactory system (disorder)|Sensory disorder (disorder)
17260,NCT05104476,Multiple system atrophy (disorder),Disorder of autonomic nervous system (disorder)
17261,NCT05104762,Guillain-Barré syndrome (disorder),Autoimmune inflammation of nerve (disorder)
17262,NCT05104983,Tuberous sclerosis syndrome (disorder)|Epilepsy (disorder),Hereditary disorder of nervous system (disorder)|Seizure disorder (disorder)
17263,NCT05105542,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
17264,NCT05105958,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17265,NCT05106309,Schizophrenia (disorder),Schizophrenia (disorder)
17266,NCT05106686,Sarcopenia (disorder),Sarcopenia (disorder)
17267,NCT05107128,Huntington's chorea (disorder),Dystonia (disorder)
17268,NCT05107752,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17269,NCT05108922,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17270,NCT05109091,Multiple system atrophy (disorder),Disorder of autonomic nervous system (disorder)
17271,NCT05109169,Dementia (disorder),Dementia (disorder)
17272,NCT05109312,Analgesia,Analgesia
17273,NCT05109364,Rapid eye movement sleep behavior disorder (disorder)|Secondary parkinsonism (disorder),Rapid eye movement sleep behavior disorder (disorder)|Parkinsonism (disorder)
17274,NCT05109377,Erectile dysfunction (disorder),Sexual disorder (disorder)
17275,NCT05110157,Schizophrenia (disorder),Schizophrenia (disorder)
17276,NCT05110417,Dysphonia (disorder),Communication disorder (disorder)
17277,NCT05111821,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17278,NCT05113628,Vagus nerve laryngeal paralysis (disorder),Disorder of autonomic nervous system (disorder)
17279,NCT05113745,Cataplexy (disorder)|Narcolepsy (disorder),Cataplexy (disorder)|Dyssomnia (disorder)
17280,NCT05113953,Binge eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
17281,NCT05114941,Guillain-Barré syndrome (disorder),Autoimmune inflammation of nerve (disorder)
17282,NCT05116540,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17283,NCT05116813,Drug-induced dyskinesia (disorder)|Movement disorder (disorder)|Parkinson's disease (disorder),Drug-induced dyskinesia (disorder)|Movement disorder (disorder)|Parkinsonism (disorder)
17284,NCT05116878,Acoustic neuroma (disorder),Neoplasm of nerve sheath origin (disorder)
17285,NCT05116930,Post dural puncture headache (disorder),Headache disorder (disorder)
17286,NCT05117034,Analgesia,Analgesia
17287,NCT05117112,Sarcopenia (disorder),Sarcopenia (disorder)
17288,NCT05117281,Analgesia,Analgesia
17289,NCT05117632,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17290,NCT05118204,Substance-related disorders,Substance-related disorders
17291,NCT05118906,Binge eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
17292,NCT05118997,Cerebral hemorrhage (disorder),Intracranial hemorrhage (disorder)
17293,NCT05119075,Parkinson's disease (disorder),Parkinsonism (disorder)
17294,NCT05119894,Schizophrenia (disorder),Schizophrenia (disorder)
17295,NCT05120505,Fragile X syndrome (disorder),Intellectual disability (disorder)
17296,NCT05120960,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17297,NCT05121324,Seizure disorder (disorder),Seizure disorder (disorder)
17298,NCT05121831,Depressive disorder (disorder),Depressive disorder (disorder)
17299,NCT05122559,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17300,NCT05122650,Essential tremor (disorder),Essential tremor (disorder)
17301,NCT05122949,Spinal cord injury (disorder)|Cerebrovascular accident (disorder),Spinal cord disorder (disorder)|Cerebrovascular accident (disorder)
17302,NCT05123092,Analgesia,Analgesia
17303,NCT05123703,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
17304,NCT05124067,Delirium (disorder),Confusional state (disorder)
17305,NCT05125081,Presbycusis (disorder),Hearing disorder (disorder)
17306,NCT05125302,Migraine (disorder),Headache disorder (disorder)
17307,NCT05126238,Disorder of carotid artery (disorder)|Carotid artery stenosis (disorder),Disorder of carotid artery (disorder)
17308,NCT05126264,Congenital ankylosis of temporomandibular joint (disorder),Congenital ankylosis of temporomandibular joint (disorder)
17309,NCT05126693,Cerebral palsy (disorder)|Spastic cerebral palsy (disorder),Cerebral palsy (disorder)
17310,NCT05126758,Muscular dystrophy (disorder)|Combined disorder of muscle AND peripheral nerve (disorder)|Muscle atrophy (disorder)|Duchenne muscular dystrophy (disorder)|Disorder of nervous system (disorder)|Disorder of skeletal AND/OR smooth muscle (disorder),Muscular dystrophy (disorder)|Combined disorder of muscle AND peripheral nerve (disorder)|Muscle atrophy (disorder)|Disorder of nervous system (disorder)|Disorder of skeletal AND/OR smooth muscle (disorder)
17311,NCT05126888,Gilles de la Tourette's syndrome (disorder),Tic disorder (disorder)
17312,NCT05127226,Angelman syndrome (disorder),Congenital anomaly of nervous system (disorder)
17313,NCT05127369,Depressive disorder (disorder),Depressive disorder (disorder)
17314,NCT05127486,Migraine (disorder),Headache disorder (disorder)
17315,NCT05127694,Benign paroxysmal positional vertigo (disorder),Peripheral vertigo (disorder)
17316,NCT05127954,Migraine (disorder),Headache disorder (disorder)
17317,NCT05128162,Fibromyalgia (disorder),Fibromyalgia (disorder)
17318,NCT05128175,Parkinson's disease (disorder),Parkinsonism (disorder)
17319,NCT05128292,Chronic fatigue syndrome (disorder),Chronic fatigue syndrome (disorder)
17320,NCT05128305,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
17321,NCT05128344,Cryptogenic late-onset epileptic spasms (disorder),Seizure disorder (disorder)
17322,NCT05128812,General adaptation syndrome (disorder)|Disorders of initiating and maintaining sleep (disorder),General adaptation syndrome (disorder)|Disorders of initiating and maintaining sleep (disorder)
17323,NCT05128903,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17324,NCT05129020,Neonatal abstinence syndrome (disorder),Neonatal abstinence syndrome (disorder)
17325,NCT05130866,Neurofibromatosis type 2 (disorder),Neoplasm of nerve sheath origin (disorder)
17326,NCT05131295,Subarachnoid intracranial hemorrhage (disorder)|Cerebral ischemia (disorder),Intracranial hemorrhage (disorder)|Cerebral ischemia (disorder)
17327,NCT05131828,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17328,NCT05131971,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17329,NCT05132569,Myasthenia gravis (disorder),Neuromuscular junction disorder (disorder)
17330,NCT05132699,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17331,NCT05133323,Migraine (disorder),Headache disorder (disorder)
17332,NCT05133804,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17333,NCT05134441,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17334,NCT05136885,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17335,NCT05137678,Subarachnoid intracranial hemorrhage (disorder),Intracranial hemorrhage (disorder)
17336,NCT05137938,Depressive disorder (disorder),Depressive disorder (disorder)
17337,NCT05140863,Postherpetic neuralgia (disorder),Postherpetic neuralgia (disorder)
17338,NCT05141877,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17339,NCT05142085,Parkinson's disease (disorder),Parkinsonism (disorder)
17340,NCT05142228,Trigeminal nerve disorder (disorder),Trigeminal nerve disorder (disorder)
17341,NCT05143463,Degenerative brain disorder (disorder),Degenerative brain disorder (disorder)
17342,NCT05143528,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17343,NCT05143762,Analgesia,Analgesia
17344,NCT05145361,Neuromyelitis optica (disorder),Disorder of optic nerve (disorder)
17345,NCT05145413,Schizophrenia (disorder),Schizophrenia (disorder)
17346,NCT05145452,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
17347,NCT05145881,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17348,NCT05146089,Sleep apnea (disorder),Sleep apnea (disorder)
17349,NCT05146245,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
17350,NCT05146284,Adrenomyeloneuropathy (disorder),Hereditary disorder of nervous system (disorder)
17351,NCT05146570,Bacterial meningitis (disorder)|Fungal meningitis (disorder),Infectious disease of central nervous system (disorder)
17352,NCT05146739,Complete trisomy 21 syndrome (disorder),Complete trisomy 21 syndrome (disorder)
17353,NCT05146921,Parkinson's disease (disorder),Parkinsonism (disorder)
17354,NCT05147701,Optic atrophy (disorder)|Traumatic optic nerve injury (disorder),Disorder of optic nerve (disorder)
17355,NCT05147779,Erectile dysfunction (disorder),Sexual disorder (disorder)
17356,NCT05148403,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
17357,NCT05148715,Brainstem death (disorder),Brainstem death (disorder)
17358,NCT05151601,Neurodevelopmental disorder (disorder)|Pervasive developmental disorder (disorder),Neurodevelopmental disorder (disorder)|Pervasive developmental disorder (disorder)
17359,NCT05152290,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17360,NCT05152368,Disorder of the peripheral nervous system (disorder)|Trigeminal neuralgia (disorder),Disorder of the peripheral nervous system (disorder)|Trigeminal nerve disorder (disorder)
17361,NCT05152394,Parkinson's disease (disorder),Parkinsonism (disorder)
17362,NCT05153434,Prader-Willi syndrome (disorder),Disorder of pituitary gland (disorder)
17363,NCT05154734,Neuromyelitis optica (disorder),Disorder of optic nerve (disorder)
17364,NCT05155137,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17365,NCT05156047,Idiopathic hypersomnia (disorder),Dyssomnia (disorder)
17366,NCT05156320,Combined disorder of muscle AND peripheral nerve (disorder)|Spinal muscular atrophy (disorder)|Muscle atrophy (disorder),Combined disorder of muscle AND peripheral nerve (disorder)|Motor neuron disease (disorder)|Muscle atrophy (disorder)
17367,NCT05156398,Migraine (disorder),Headache disorder (disorder)
17368,NCT05158101,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17369,NCT05158166,Dysphonia (disorder),Communication disorder (disorder)
17370,NCT05158296,Disorder of vision (disorder),Disorder of vision (disorder)
17371,NCT05158439,Gilles de la Tourette's syndrome (disorder),Tic disorder (disorder)
17372,NCT05159219,Intracranial hemorrhage (disorder),Intracranial hemorrhage (disorder)
17373,NCT05159687,Psychogenic syncope (disorder),Bodily distress disorder (disorder)
17374,NCT05159934,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
17375,NCT05159947,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17376,NCT05160350,Epilepsy (disorder),Seizure disorder (disorder)
17377,NCT05160558,Azorean disease (disorder),Spinal cord disorder (disorder)
17378,NCT05161871,Migraine (disorder),Headache disorder (disorder)
17379,NCT05161975,Muscle atrophy (disorder),Muscle atrophy (disorder)
17380,NCT05162638,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17381,NCT05162768,Mitochondrial myopathy (disorder),Mitochondrial myopathy (disorder)
17382,NCT05163288,"Niemann-Pick disease, type C (disorder)",Sphingolipidosis (disorder)
17383,NCT05163496,Posttraumatic stress disorder (disorder)|Caregiver stress syndrome (disorder)|Depressive disorder (disorder),Anxiety disorder (disorder)|Adjustment disorder (disorder)|Depressive disorder (disorder)
17384,NCT05163561,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
17385,NCT05163808,Fragile X syndrome (disorder),Intellectual disability (disorder)
17386,NCT05163886,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17387,NCT05164003,Muscle strain (disorder),Muscle strain (disorder)
17388,NCT05164055,Glycogen storage disease due to acid maltase deficiency (disorder),Glycogen storage disease due to acid maltase deficiency (disorder)
17389,NCT05164172,Migraine (disorder),Headache disorder (disorder)
17390,NCT05164367,Cerebral palsy (disorder),Cerebral palsy (disorder)
17391,NCT05164536,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17392,NCT05165394,Depressive disorder (disorder),Depressive disorder (disorder)
17393,NCT05165836,Analgesia,Analgesia
17394,NCT05166031,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
17395,NCT05166161,Phenylketonuria (disorder),Phenylketonuria (disorder)
17396,NCT05167370,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
17397,NCT05167721,Multiple system atrophy (disorder),Disorder of autonomic nervous system (disorder)
17398,NCT05167760,Hyperkinetic syndrome with developmental delay (disorder),Hyperkinetic syndrome with developmental delay (disorder)
17399,NCT05168007,Schizophrenia (disorder),Schizophrenia (disorder)
17400,NCT05168280,Delirium (disorder),Confusional state (disorder)
17401,NCT05168475,Giant cell arteritis (disorder)|Cogan's syndrome (disorder),Giant cell arteritis (disorder)|Cogan's syndrome (disorder)
17402,NCT05168735,Depressive disorder (disorder),Depressive disorder (disorder)
17403,NCT05168774,Friedreich ataxia (disorder),Spinal cord disorder (disorder)
17404,NCT05169021,Small vessel cerebrovascular disease (disorder)|Cerebrovascular accident (disorder),Small vessel cerebrovascular disease (disorder)|Cerebrovascular accident (disorder)
17405,NCT05169060,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
17406,NCT05169450,Disorder of nervous system (disorder)|Cerebrovascular accident (disorder)|Cerebral ischemia (disorder)|Cerebral infarction (disorder),Disorder of nervous system (disorder)|Cerebrovascular accident (disorder)|Cerebral ischemia (disorder)|Cerebral infarction (disorder)
17407,NCT05170464,Organic memory impairment (disorder),Organic memory impairment (disorder)
17408,NCT05172128,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17409,NCT05172947,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
17410,NCT05173012,Essential tremor (disorder),Essential tremor (disorder)
17411,NCT05173701,Parkinson's disease (disorder),Parkinsonism (disorder)
17412,NCT05173831,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17413,NCT05173896,Small vessel cerebrovascular disease (disorder),Small vessel cerebrovascular disease (disorder)
17414,NCT05174559,Phenylketonuria (disorder),Phenylketonuria (disorder)
17415,NCT05175521,Migraine (disorder),Headache disorder (disorder)
17416,NCT05175547,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
17417,NCT05176093,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17418,NCT05176158,Congenital ankylosis of temporomandibular joint (disorder),Congenital ankylosis of temporomandibular joint (disorder)
17419,NCT05176418,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
17420,NCT05176717,Disorder of vision (disorder),Disorder of vision (disorder)
17421,NCT05177055,Disorder of sleep-wake cycle (disorder)|Mental disorder (disorder),Dyssomnia (disorder)|Mental disorder (disorder)
17422,NCT05177445,Disorder of olfactory system (disorder),Disorder of olfactory system (disorder)
17423,NCT05177601,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
17424,NCT05177718,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
17425,NCT05178316,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17426,NCT05178810,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
17427,NCT05179252,Delirium (disorder),Confusional state (disorder)
17428,NCT05179525,Schizophrenia (disorder),Schizophrenia (disorder)
17429,NCT05180032,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17430,NCT05180136,Depressive disorder (disorder),Depressive disorder (disorder)
17431,NCT05180890,Sleep apnea (disorder),Sleep apnea (disorder)
17432,NCT05180916,Partial epilepsy with impairment of consciousness (disorder),Seizure disorder (disorder)
17433,NCT05181150,Spinal cord injury (disorder),Spinal cord disorder (disorder)
17434,NCT05181189,Dementia (disorder),Dementia (disorder)
17435,NCT05181215,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
17436,NCT05181475,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
17437,NCT05181891,Tobacco dependence syndrome (disorder),Psychoactive substance abuse (disorder)
17438,NCT05181995,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
17439,NCT05182476,Schizophrenia (disorder),Schizophrenia (disorder)
17440,NCT05182619,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
17441,NCT05183165,Wilson's disease (disorder),Chorea (disorder)
