,nct_id,start_date,start_year,allocation,masking,were_results_reported,lead_or_collaborator,sponsor_name,agency_class,phase,agency_class_refined
7880702,NCT03920865,2019-05-16,2019.0,Non-Randomized,None (Open Label),True,lead,Hoffmann-La Roche,INDUSTRY,Phase 1,INDUSTRY
7880711,NCT03921151,2014-05-13,2014.0,Non-Randomized,Triple,True,lead,Virginia Commonwealth University,OTHER,Phase 1/Phase 2,UNIVERSITY
7880741,NCT03921528,2019-04-22,2019.0,Randomized,None (Open Label),True,lead,"Scholar Rock, Inc.",INDUSTRY,Phase 2,INDUSTRY
7881957,NCT03921541,2019-04-10,2019.0,Randomized,Quadruple,False,lead,Aeglea Biotherapeutics,INDUSTRY,Phase 3,INDUSTRY
7882855,NCT03922048,2023-07-31,2023.0,Randomized,Triple,False,lead,Heron Therapeutics,INDUSTRY,Phase 2,INDUSTRY
7882858,NCT03922061,2019-03-19,2019.0,Randomized,Quadruple,False,lead,University of Vermont,OTHER,Phase 1,UNIVERSITY
7882888,NCT03922711,2019-05-22,2019.0,Randomized,Quadruple,True,lead,Prilenia,INDUSTRY,Phase 2,INDUSTRY
7883044,NCT03923738,2019-08-05,2019.0,,None (Open Label),True,lead,Hoffmann-La Roche,INDUSTRY,Phase 1,INDUSTRY
7883083,NCT03924193,2019-03-25,2019.0,Randomized,Single,False,lead,Yale University,OTHER,Phase 3,UNIVERSITY
7883127,NCT03924414,2019-11-15,2019.0,Randomized,Triple,False,lead,California Pacific Medical Center Research Institute,OTHER,Phase 4,HOSPITAL
7889965,NCT03924791,2019-06-01,2019.0,Randomized,None (Open Label),False,lead,C.L.A.Vleggeert-Lankamp,OTHER,Not Applicable,OTHER
7890120,NCT03926052,2019-08-07,2019.0,Randomized,Quadruple,False,lead,Yale University,OTHER,Phase 3,UNIVERSITY
7890138,NCT03926351,2018-10-01,2018.0,Randomized,Triple,False,lead,"University Hospital, Akershus",OTHER,Phase 2,UNIVERSITY
7890327,NCT03926702,2019-06-18,2019.0,,None (Open Label),False,lead,"University of California, Berkeley",OTHER,Early Phase 1,UNIVERSITY
7890356,NCT03927313,2019-06-12,2019.0,Randomized,None (Open Label),False,lead,University of Cape Town,OTHER,Phase 2,UNIVERSITY
7890404,NCT03928093,2019-08-07,2019.0,Randomized,Quadruple,False,lead,The Hospital for Sick Children,OTHER,Phase 3,HOSPITAL
7890414,NCT03928236,2019-11-18,2019.0,Randomized,None (Open Label),False,lead,Population Health Research Institute,OTHER,Not Applicable,OTHER
7890581,NCT03928496,2013-08-01,2013.0,Randomized,Double,False,lead,VA Greater Los Angeles Healthcare System,FED,Phase 4,FED
7890589,NCT03928808,2023-04-01,2023.0,,None (Open Label),False,lead,"University of North Carolina, Chapel Hill",OTHER,Early Phase 1,UNIVERSITY
7890604,NCT03929068,2019-05-13,2019.0,Randomized,Double,False,lead,Washington University School of Medicine,OTHER,Phase 1,UNIVERSITY
7890712,NCT03929497,2019-04-22,2019.0,,None (Open Label),False,lead,H. Lundbeck A/S,INDUSTRY,Phase 2,INDUSTRY
7891579,NCT03930446,2016-01-01,2016.0,Randomized,Double,True,lead,University of Chicago,OTHER,Early Phase 1,UNIVERSITY
7891587,NCT03930563,2019-06-12,2019.0,Randomized,Double,False,lead,University of Iowa,OTHER,Not Applicable,UNIVERSITY
7891618,NCT03931018,2017-12-01,2017.0,Non-Randomized,Single,False,lead,Fundació Institut Germans Trias i Pujol,OTHER,Not Applicable,OTHER
7891624,NCT03931070,2019-05-09,2019.0,Randomized,Quadruple,False,lead,Rhode Island Hospital,OTHER,Phase 4,HOSPITAL
7891667,NCT03931161,2019-09-04,2019.0,Randomized,Quadruple,False,lead,Imperial College Healthcare NHS Trust,OTHER,Phase 4,OTHER
7891709,NCT03931408,2019-02-19,2019.0,Randomized,Quadruple,False,lead,University of Louisville,OTHER,Phase 2,UNIVERSITY
7891735,NCT03932669,2018-11-19,2018.0,,None (Open Label),False,lead,Seoul National University Hospital,OTHER,Phase 2,UNIVERSITY
7891781,NCT03932825,2019-04-01,2019.0,Randomized,Double,False,lead,Lingjiang Li,OTHER,Phase 2,OTHER
7891792,NCT03933072,2016-03-01,2016.0,,None (Open Label),False,lead,Nicholls Spinal Injury Foundation,OTHER,Phase 1/Phase 2,OTHER
7891807,NCT03933163,2019-05-23,2019.0,Randomized,Quadruple,False,lead,Murdoch Childrens Research Institute,OTHER,Phase 2,OTHER
7891822,NCT03933410,2019-09-17,2019.0,,None (Open Label),False,lead,Kaleido Biosciences,INDUSTRY,Phase 2,INDUSTRY
7892398,NCT03935568,2019-06-24,2019.0,Randomized,Triple,False,lead,"Samus Therapeutics, Inc.",INDUSTRY,Phase 1,INDUSTRY
7892440,NCT03935724,2022-01-18,2022.0,Randomized,Quadruple,False,lead,Neuroplast,INDUSTRY,Phase 2/Phase 3,INDUSTRY
7892495,NCT03936361,2020-06-10,2020.0,Randomized,Single,False,lead,Beth Israel Deaconess Medical Center,OTHER,Phase 3,HOSPITAL
7892888,NCT03936426,2018-07-09,2018.0,,None (Open Label),False,lead,Clarity Pharmaceuticals Ltd,INDUSTRY,Phase 1/Phase 2,INDUSTRY
7892962,NCT03936777,2019-04-22,2019.0,,None (Open Label),False,lead,"Zogenix, Inc.",INDUSTRY,Phase 3,INDUSTRY
7902902,NCT03936894,2019-05-01,2019.0,,None (Open Label),False,lead,Children's National Research Institute,OTHER,Phase 1/Phase 2,OTHER
7903088,NCT03938584,2017-10-12,2017.0,Randomized,Quadruple,False,lead,Hennepin Healthcare Research Institute,OTHER,Not Applicable,OTHER
7903166,NCT03939052,2019-07-19,2019.0,,None (Open Label),False,lead,University of British Columbia,OTHER,Not Applicable,UNIVERSITY
7903181,NCT03939507,2006-11-06,2006.0,Randomized,Triple,False,lead,University of Pavia,OTHER,Not Applicable,UNIVERSITY
7903193,NCT03939780,2020-01-31,2020.0,Randomized,None (Open Label),False,lead,Johns Hopkins University,OTHER,Not Applicable,UNIVERSITY
7903400,NCT03941301,2019-06-01,2019.0,Randomized,Triple,False,lead,Mackay Memorial Hospital,OTHER,Not Applicable,HOSPITAL
7903410,NCT03941444,2019-05-06,2019.0,Randomized,Quadruple,False,lead,Anavex Life Sciences Corp.,INDUSTRY,Phase 3,INDUSTRY
7903461,NCT03941678,2019-05-30,2019.0,Randomized,Quadruple,False,lead,University of Saskatchewan,OTHER,Not Applicable,UNIVERSITY
7903473,NCT03941834,2019-06-25,2019.0,Randomized,Triple,False,lead,Pfizer,INDUSTRY,Phase 2,INDUSTRY
7903586,NCT03943264,2019-11-20,2019.0,Non-Randomized,None (Open Label),False,lead,"Inmune Bio, Inc.",INDUSTRY,Phase 1,INDUSTRY
7903616,NCT03943290,2019-05-10,2019.0,Randomized,None (Open Label),True,lead,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",INDUSTRY,Phase 2,INDUSTRY
7904048,NCT03943498,2019-05-24,2019.0,,None (Open Label),False,lead,Mayo Clinic,OTHER,Early Phase 1,OTHER
7904072,NCT03943537,2019-10-01,2019.0,,None (Open Label),False,lead,Mclean Hospital,OTHER,Phase 2,HOSPITAL
7904112,NCT03944447,2018-12-01,2018.0,Non-Randomized,None (Open Label),False,lead,"OMNI Medical Services, LLC",NETWORK,Phase 2,NETWORK
7905948,NCT03944460,2018-04-09,2018.0,Randomized,Double,False,lead,Prof. Dr. Dieter Willbold,OTHER,Phase 1,OTHER
7905999,NCT03944876,2019-11-01,2019.0,Randomized,Quadruple,False,lead,Norwegian University of Science and Technology,OTHER,Phase 3,UNIVERSITY
7906449,NCT03944954,2017-07-15,2017.0,Randomized,Single,False,lead,"Michael J. Wesley, PhD",OTHER,Early Phase 1,OTHER
7906457,NCT03945110,2019-09-18,2019.0,Non-Randomized,None (Open Label),False,lead,The University of Western Australia,OTHER,Phase 1/Phase 2,UNIVERSITY
7906469,NCT03945279,2019-05-30,2019.0,Randomized,Quadruple,False,lead,Biogen,INDUSTRY,Phase 1,INDUSTRY
7906496,NCT03945448,2019-06-20,2019.0,Randomized,None (Open Label),False,lead,Makerere University,OTHER,Phase 2/Phase 3,UNIVERSITY
7906505,NCT03945526,2010-03-23,2010.0,Randomized,Single,False,lead,Indonesia University,OTHER,Phase 1,UNIVERSITY
7906524,NCT03946111,2019-08-07,2019.0,Randomized,Quadruple,False,lead,Yale University,OTHER,Phase 2/Phase 3,UNIVERSITY
7906585,NCT03947216,2020-10-23,2020.0,Randomized,Quadruple,False,lead,"University Hospital, Strasbourg, France",OTHER,Phase 2,UNIVERSITY
7906780,NCT03947554,2019-04-01,2019.0,Randomized,Double,False,lead,"EuroPharma, Inc.",INDUSTRY,Phase 1/Phase 2,INDUSTRY
7906784,NCT03948178,2019-06-26,2019.0,,None (Open Label),True,lead,"Orion Corporation, Orion Pharma",INDUSTRY,Phase 3,INDUSTRY
7910144,NCT03948347,2019-06-25,2019.0,Randomized,Single,False,lead,First Affiliated Hospital of Jinan University,OTHER,Not Applicable,UNIVERSITY
7910192,NCT03949478,2021-02-01,2021.0,Randomized,Quadruple,False,lead,University of Calgary,OTHER,Phase 2,UNIVERSITY
7910207,NCT03950076,2019-09-20,2019.0,Randomized,Single,False,lead,Population Health Research Institute,OTHER,Phase 4,OTHER
7919390,NCT03950427,2019-07-08,2019.0,Randomized,None (Open Label),False,lead,"University of California, San Francisco",OTHER,Phase 4,UNIVERSITY
7921689,NCT03952156,2019-06-10,2019.0,Randomized,None (Open Label),False,lead,"Homology Medicines, Inc",INDUSTRY,Phase 1/Phase 2,INDUSTRY
7921744,NCT03952234,2021-04-22,2021.0,,None (Open Label),False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
7921756,NCT03952299,2021-09-01,2021.0,Randomized,None (Open Label),False,lead,"University of California, Davis",OTHER,Phase 3,UNIVERSITY
7921768,NCT03952494,2022-03-01,2022.0,Randomized,Single,False,lead,Weill Medical College of Cornell University,OTHER,Not Applicable,UNIVERSITY
7921772,NCT03952637,2019-08-19,2019.0,,None (Open Label),False,lead,National Human Genome Research Institute (NHGRI),NIH,Phase 1/Phase 2,NIH
7921782,NCT03952806,2019-07-29,2019.0,Randomized,Triple,True,lead,"Biohaven Pharmaceuticals, Inc.",INDUSTRY,Phase 3,INDUSTRY
7922660,NCT03953612,2019-03-12,2019.0,Randomized,Single,False,lead,Yale University,OTHER,Early Phase 1,UNIVERSITY
7922691,NCT03953820,2019-04-13,2019.0,Randomized,None (Open Label),True,lead,Aquestive Therapeutics,INDUSTRY,Phase 1/Phase 2,INDUSTRY
7922703,NCT03954041,2019-10-06,2019.0,Randomized,Quadruple,True,lead,Biogen,INDUSTRY,Phase 2,INDUSTRY
7924030,NCT03954106,2019-10-04,2019.0,,None (Open Label),True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
7924442,NCT03954314,2019-09-17,2019.0,Randomized,Quadruple,False,lead,Population Health Research Institute,OTHER,Phase 3,OTHER
7924955,NCT03954613,2020-10-15,2020.0,Randomized,None (Open Label),False,lead,Neutec Ar-Ge San ve Tic A.Ş,INDUSTRY,Phase 4,INDUSTRY
7924970,NCT03955211,2019-06-24,2019.0,Non-Randomized,None (Open Label),False,lead,Heron Therapeutics,INDUSTRY,Phase 2,INDUSTRY
7924986,NCT03955380,2018-12-12,2018.0,Randomized,Double,False,lead,Prof. Dr. Dieter Willbold,OTHER,Phase 1,OTHER
7925056,NCT03955523,2019-01-06,2019.0,Randomized,None (Open Label),False,lead,University of British Columbia,OTHER,Not Applicable,UNIVERSITY
7925059,NCT03955549,2019-05-01,2019.0,Randomized,Single,False,lead,Agiad Psychiatry Hospital,OTHER,Phase 3,HOSPITAL
7925066,NCT03956368,2020-01-09,2020.0,Randomized,Quadruple,False,lead,Chinese University of Hong Kong,OTHER,Phase 3,UNIVERSITY
7925099,NCT03956446,2014-09-01,2014.0,Randomized,None (Open Label),False,lead,University Medical Centre Ljubljana,OTHER,Not Applicable,UNIVERSITY
7925177,NCT03956979,2019-07-22,2019.0,Randomized,Quadruple,False,lead,Contera Pharma,INDUSTRY,Phase 2,INDUSTRY
7925354,NCT03957499,2019-05-31,2019.0,Randomized,Double,False,lead,Samaa Rashwan,OTHER,Phase 1,OTHER
7925357,NCT03957720,2019-03-15,2019.0,Non-Randomized,Single,False,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,Early Phase 1,UNIVERSITY
7925372,NCT03958331,2019-09-01,2019.0,Randomized,Single,True,lead,"Children's Hospital Medical Center, Cincinnati",OTHER,Not Applicable,HOSPITAL
7925384,NCT03958396,2015-09-01,2015.0,Non-Randomized,None (Open Label),False,lead,Washington University School of Medicine,OTHER,Early Phase 1,UNIVERSITY
7925417,NCT03958630,2019-07-03,2019.0,,None (Open Label),False,lead,National Institute of Mental Health (NIMH),NIH,Phase 1,NIH
7925420,NCT03958708,2019-05-13,2019.0,,None (Open Label),False,lead,Taipei Medical University Shuang Ho Hospital,OTHER,Phase 1/Phase 2,UNIVERSITY
7925424,NCT03958877,2019-10-18,2019.0,Randomized,None (Open Label),False,lead,Biogen,INDUSTRY,Phase 3,INDUSTRY
7929790,NCT03959124,2020-04-06,2020.0,Non-Randomized,None (Open Label),False,lead,Buddhist Tzu Chi General Hospital,OTHER,Not Applicable,HOSPITAL
7929804,NCT03959189,2019-06-17,2019.0,Randomized,Double,True,lead,"Expansion Therapeutics, Inc.",INDUSTRY,Phase 1,INDUSTRY
7929943,NCT03961087,2019-05-23,2019.0,Randomized,None (Open Label),False,lead,Zagazig University,OTHER_GOV,Not Applicable,UNIVERSITY
7929991,NCT03962114,2019-03-18,2019.0,,None (Open Label),False,lead,Radboud University Medical Center,OTHER,Phase 2,UNIVERSITY
7930016,NCT03962543,2019-09-29,2019.0,,None (Open Label),False,lead,"SpringWorks Therapeutics, Inc.",INDUSTRY,Phase 2,INDUSTRY
7930228,NCT03962738,2019-05-31,2019.0,Randomized,Double,True,lead,Eli Lilly and Company,INDUSTRY,Phase 2,INDUSTRY
7930355,NCT03963336,2017-07-22,2017.0,Randomized,None (Open Label),False,lead,Fayoum University,OTHER,Early Phase 1,UNIVERSITY
7930358,NCT03963362,2019-09-17,2019.0,Randomized,None (Open Label),False,lead,GL Pharm Tech Corporation,INDUSTRY,Phase 1,INDUSTRY
7930361,NCT03963375,2019-10-28,2019.0,Randomized,None (Open Label),False,lead,Washington University School of Medicine,OTHER,Phase 4,UNIVERSITY
7930427,NCT03963479,2019-01-01,2019.0,Randomized,Triple,False,lead,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER,Phase 2,UNIVERSITY
7930496,NCT03964012,2019-08-20,2019.0,Randomized,Quadruple,False,lead,Serum Institute of India Pvt. Ltd.,INDUSTRY,Phase 3,INDUSTRY
7930779,NCT03965091,2019-07-31,2019.0,Randomized,Quadruple,True,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,Phase 2,INDUSTRY
7930940,NCT03965871,2019-03-28,2019.0,Randomized,Double,False,lead,Celon Pharma SA,INDUSTRY,Phase 2,INDUSTRY
7931076,NCT03967249,2019-07-25,2019.0,,None (Open Label),False,lead,"Ionis Pharmaceuticals, Inc.",INDUSTRY,Phase 2,INDUSTRY
7931580,NCT03968133,2020-12-10,2020.0,Randomized,Quadruple,False,lead,University of British Columbia,OTHER,Phase 2,UNIVERSITY
7931612,NCT03968393,2019-06-14,2019.0,Randomized,Single,False,lead,Population Health Research Institute,OTHER,Phase 4,OTHER
7940193,NCT03969732,2018-09-27,2018.0,,None (Open Label),False,lead,National Taiwan University Hospital,OTHER,Phase 3,UNIVERSITY
7940233,NCT03970239,2019-05-13,2019.0,Non-Randomized,None (Open Label),False,lead,Hospices Civils de Lyon,OTHER,Not Applicable,OTHER
7940252,NCT03970798,2019-05-22,2019.0,,None (Open Label),False,lead,"Kyowa Kirin Co., Ltd.",INDUSTRY,Phase 1,INDUSTRY
7940255,NCT03971071,2019-10-07,2019.0,Randomized,Quadruple,True,lead,Amgen,INDUSTRY,Phase 4,INDUSTRY
7943677,NCT03971123,2019-08-30,2019.0,Randomized,None (Open Label),False,lead,Cerecin,INDUSTRY,Phase 1,INDUSTRY
7943683,NCT03971461,2019-05-15,2019.0,,None (Open Label),False,lead,NYU Langone Health,OTHER,Phase 2,OTHER
7943689,NCT03971487,2019-10-01,2019.0,Randomized,Triple,False,lead,The Methodist Hospital Research Institute,OTHER,Phase 1/Phase 2,HOSPITAL
7943697,NCT03971617,2019-05-29,2019.0,Randomized,Quadruple,True,lead,Stony Brook University,OTHER,Phase 2/Phase 3,UNIVERSITY
7946274,NCT03973203,2014-06-01,2014.0,Non-Randomized,None (Open Label),False,lead,University of Helsinki,OTHER,Not Applicable,UNIVERSITY
7946292,NCT03973229,2019-11-11,2019.0,Randomized,Double,False,lead,Emory University,OTHER,Early Phase 1,UNIVERSITY
7946298,NCT03973268,2020-01-21,2020.0,Randomized,Triple,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 1,NIH
7946302,NCT03973502,2017-06-12,2017.0,,None (Open Label),False,lead,National Taiwan University Hospital,OTHER,Not Applicable,UNIVERSITY
7946324,NCT03974269,2018-06-11,2018.0,Randomized,None (Open Label),False,lead,Centre Chirurgical Marie Lannelongue,OTHER,Not Applicable,OTHER
7946327,NCT03974360,2019-04-05,2019.0,,None (Open Label),False,lead,Danish Headache Center,OTHER,Phase 2,OTHER
7946427,NCT03974867,2019-07-31,2019.0,Randomized,Single,False,lead,Eye & ENT Hospital of Fudan University,OTHER,Not Applicable,UNIVERSITY
7946431,NCT03974932,2019-06-05,2019.0,Non-Randomized,None (Open Label),True,lead,Heron Therapeutics,INDUSTRY,Phase 3,INDUSTRY
7946492,NCT03975829,2019-11-04,2019.0,,None (Open Label),False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
7971261,NCT03976349,2019-08-12,2019.0,Randomized,Triple,False,lead,Biogen,INDUSTRY,Phase 1,INDUSTRY
7971923,NCT03977441,2019-07-31,2019.0,Randomized,Quadruple,False,lead,Second Affiliated Hospital of Soochow University,OTHER,Phase 4,UNIVERSITY
7971936,NCT03977584,2019-06-10,2019.0,Randomized,Double,False,lead,Hoffmann-La Roche,INDUSTRY,Phase 2,INDUSTRY
7971945,NCT03977649,2019-07-30,2019.0,Randomized,Quadruple,False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
7972001,NCT03978052,2019-10-30,2019.0,Randomized,Double,False,lead,Parc de Salut Mar,OTHER,Not Applicable,OTHER
7972034,NCT03978286,2016-06-30,2016.0,Randomized,Quadruple,False,lead,Universidad Juárez Autónoma de Tabasco,OTHER,Phase 4,UNIVERSITY
7972037,NCT03978338,2019-07-31,2019.0,Randomized,Double,False,lead,Peking Union Medical College Hospital,OTHER,Not Applicable,HOSPITAL
7972043,NCT03978403,2019-05-29,2019.0,Randomized,None (Open Label),True,lead,Zosano Pharma Corporation,INDUSTRY,Phase 1,INDUSTRY
7972046,NCT03978442,2019-11-07,2019.0,Randomized,None (Open Label),False,lead,VA Office of Research and Development,FED,Phase 4,FED
7972203,NCT03978832,2019-06-28,2019.0,,None (Open Label),True,lead,Indivior Inc.,INDUSTRY,Phase 4,INDUSTRY
7972206,NCT03978988,2020-04-29,2020.0,Randomized,None (Open Label),False,lead,"Central Hospital, Nancy, France",OTHER,Not Applicable,HOSPITAL
7972226,NCT03979456,2018-07-04,2018.0,Randomized,Single,False,lead,Karolinska Institutet,OTHER,Phase 3,OTHER
7972277,NCT03979742,2022-02-22,2022.0,Randomized,None (Open Label),False,lead,"StemCyte, Inc.",INDUSTRY,Phase 2,INDUSTRY
7972295,NCT03979898,2017-06-15,2017.0,,None (Open Label),False,lead,R-Bio,INDUSTRY,Early Phase 1,INDUSTRY
7972325,NCT03980184,2019-11-01,2019.0,Randomized,Quadruple,True,lead,Yale University,OTHER,Phase 2,UNIVERSITY
7972340,NCT03980431,2018-05-01,2018.0,Non-Randomized,None (Open Label),False,lead,Peking Union Medical College Hospital,OTHER,Not Applicable,HOSPITAL
7972353,NCT03980730,2019-06-27,2019.0,Randomized,Quadruple,True,lead,vTv Therapeutics,INDUSTRY,Phase 2,INDUSTRY
7972578,NCT03980938,2019-07-08,2019.0,Randomized,Quadruple,True,lead,EIP Pharma Inc,INDUSTRY,Phase 2,INDUSTRY
7972632,NCT03981341,2019-11-01,2019.0,Non-Randomized,None (Open Label),False,lead,Laval University,OTHER,Phase 3,UNIVERSITY
7972669,NCT03981510,2019-06-13,2019.0,,None (Open Label),False,lead,University of Aarhus,OTHER,Not Applicable,UNIVERSITY
7972675,NCT03981536,2019-10-10,2019.0,Non-Randomized,None (Open Label),False,lead,AL-S Pharma,INDUSTRY,Phase 1,INDUSTRY
7972684,NCT03981744,2019-07-26,2019.0,Randomized,Triple,False,lead,Janssen Pharmaceutical K.K.,INDUSTRY,Phase 3,INDUSTRY
7972961,NCT03983018,2019-08-07,2019.0,,Single,False,lead,Region Örebro County,OTHER,Phase 1,OTHER
7972967,NCT03983031,2019-08-08,2019.0,,Single,False,lead,Region Örebro County,OTHER,Phase 1,OTHER
7972979,NCT03983252,2019-07-31,2019.0,,None (Open Label),False,lead,Brigham and Women's Hospital,OTHER,Phase 1/Phase 2,HOSPITAL
7973029,NCT03983720,2020-01-21,2020.0,Non-Randomized,Single,False,lead,Centre Hospitalier Universitaire de Saint Etienne,OTHER,Phase 2,UNIVERSITY
7973131,NCT03984656,2019-06-04,2019.0,Randomized,None (Open Label),False,lead,"Centre Hospitalier Universitaire, Amiens",OTHER,Phase 3,UNIVERSITY
7973170,NCT03985228,2015-11-20,2015.0,Randomized,Triple,False,lead,University of Bologna,OTHER,Not Applicable,UNIVERSITY
7973258,NCT03985878,2019-06-26,2019.0,,None (Open Label),True,lead,"Sarepta Therapeutics, Inc.",INDUSTRY,Phase 2,INDUSTRY
7973382,NCT03985995,2019-09-16,2019.0,Randomized,Double,False,lead,"University Hospital, Basel, Switzerland",OTHER,Not Applicable,UNIVERSITY
7973468,NCT03986424,2018-01-23,2018.0,Randomized,None (Open Label),False,lead,Merz Pharmaceuticals GmbH,INDUSTRY,Phase 3,INDUSTRY
7973502,NCT03986762,2019-03-12,2019.0,,None (Open Label),False,lead,Temple University,OTHER,Phase 1,UNIVERSITY
7973510,NCT03987126,2021-01-27,2021.0,Randomized,Triple,False,lead,Lawson Health Research Institute,OTHER,Phase 3,OTHER
7973543,NCT03987295,2019-09-27,2019.0,Non-Randomized,None (Open Label),False,lead,Alector Inc.,INDUSTRY,Phase 2,INDUSTRY
7973770,NCT03987750,2019-10-31,2019.0,Randomized,Quadruple,False,lead,Zambon SpA,INDUSTRY,Phase 3,INDUSTRY
7973776,NCT03987893,2018-05-20,2018.0,Randomized,None (Open Label),False,lead,Postgraduate Institute of Medical Education and Research,UNKNOWN,Phase 4,UNKNOWN
7973783,NCT03988088,2019-07-22,2019.0,,None (Open Label),True,lead,Eli Lilly and Company,INDUSTRY,Phase 1,INDUSTRY
7973891,NCT03988907,2019-06-18,2019.0,Non-Randomized,None (Open Label),True,lead,Hoffmann-La Roche,INDUSTRY,Phase 1,INDUSTRY
7973975,NCT03989817,2019-06-14,2019.0,Randomized,Quadruple,False,lead,Danish Headache Center,OTHER,Not Applicable,OTHER
7973995,NCT03990649,2019-07-23,2019.0,Randomized,Quadruple,True,lead,"Millennium Pharmaceuticals, Inc.",INDUSTRY,Phase 2,INDUSTRY
7974004,NCT03990766,2019-05-15,2019.0,Randomized,Quadruple,True,lead,Washington University School of Medicine,OTHER,Phase 2,UNIVERSITY
7974085,NCT03990909,2019-03-01,2019.0,Randomized,Double,False,lead,Portland VA Medical Center,FED,Not Applicable,HOSPITAL
7974093,NCT03991052,2019-12-18,2019.0,Randomized,Single,False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Not Applicable,OTHER
7974102,NCT03991195,2019-08-31,2019.0,Randomized,Triple,False,lead,XuanwuH 2,OTHER,Not Applicable,OTHER
7974164,NCT03991988,2019-09-25,2019.0,Randomized,Double,False,lead,Emory University,OTHER,Phase 2,UNIVERSITY
7974254,NCT03992196,2019-12-03,2019.0,,None (Open Label),True,lead,UCB Biopharma SRL,INDUSTRY,Phase 3,INDUSTRY
7974257,NCT03992430,2020-07-13,2020.0,Randomized,Quadruple,False,lead,"Sarepta Therapeutics, Inc.",INDUSTRY,Phase 3,INDUSTRY
7978973,NCT03993171,2019-12-19,2019.0,Non-Randomized,None (Open Label),False,lead,Clene Nanomedicine,INDUSTRY,Phase 2,INDUSTRY
7978985,NCT03993457,2019-07-23,2019.0,Randomized,None (Open Label),True,lead,University of Texas Southwestern Medical Center,OTHER,Phase 4,UNIVERSITY
7978987,NCT03993535,2018-10-10,2018.0,,None (Open Label),False,lead,University of Sao Paulo,OTHER,Phase 4,UNIVERSITY
7980093,NCT03994965,2020-01-31,2020.0,,None (Open Label),False,lead,Bjorn H. Ebdrup,OTHER,Phase 2,OTHER
7980134,NCT03995810,2019-06-15,2019.0,,None (Open Label),False,lead,"University of Novi Sad, Faculty of Sport and Physical Education",OTHER,Not Applicable,UNIVERSITY
7980142,NCT03996148,2017-09-29,2017.0,Randomized,Single,True,lead,The Cooper Health System,OTHER,Phase 4,HOSPITAL
7980170,NCT03996772,2019-06-03,2019.0,Randomized,Single,False,lead,Imperial College London,OTHER,Phase 3,OTHER
7985219,NCT03997006,2019-01-01,2019.0,Randomized,Triple,False,lead,Damanhour Teaching Hospital,OTHER_GOV,Phase 4,HOSPITAL
7985222,NCT03997058,2019-03-01,2019.0,Randomized,None (Open Label),False,lead,"The First Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine",OTHER,Phase 4,UNIVERSITY
7985239,NCT03997864,2020-02-23,2020.0,Randomized,Quadruple,False,lead,"University of Colorado, Denver",OTHER,Phase 4,UNIVERSITY
7985257,NCT03998020,2020-06-16,2020.0,,None (Open Label),False,lead,"University Hospital, Montpellier",OTHER,Not Applicable,UNIVERSITY
7985266,NCT03998423,2019-11-14,2019.0,Randomized,None (Open Label),False,lead,"University of Wisconsin, Madison",OTHER,Phase 1,UNIVERSITY
7985466,NCT03999099,2019-09-26,2019.0,Randomized,Triple,False,lead,Mclean Hospital,OTHER,Phase 1,HOSPITAL
7985474,NCT03999164,2020-02-01,2020.0,,None (Open Label),False,lead,"University of California, Davis",OTHER,Phase 1,UNIVERSITY
7985552,NCT03999424,2019-09-24,2019.0,,None (Open Label),False,lead,W. Dalton Dietrich,OTHER,Phase 1,OTHER
7985592,NCT04000308,2019-08-28,2019.0,Randomized,Quadruple,False,lead,University Medical Centre Ljubljana,OTHER,Not Applicable,UNIVERSITY
7985668,NCT04000919,2019-06-19,2019.0,Randomized,Double,False,lead,Jessica M D'Amico,OTHER,Phase 2/Phase 3,OTHER
7985671,NCT04000932,2018-07-15,2018.0,Randomized,Triple,False,lead,Baskent University,OTHER,Phase 3,UNIVERSITY
7986303,NCT04002219,2019-07-01,2019.0,Randomized,Quadruple,False,lead,"National Science Council, Taiwan",OTHER_GOV,Not Applicable,OTHER_GOV
7986337,NCT04002934,2019-09-10,2019.0,Randomized,Quadruple,False,lead,"Riley Bove, MD",OTHER,Phase 2,OTHER
7986343,NCT04003090,2018-03-21,2018.0,,None (Open Label),False,lead,Istituto di Ricerca Neuroftalmologia S.r.l.,NETWORK,Not Applicable,NETWORK
7986352,NCT04003948,2020-10-28,2020.0,Randomized,Quadruple,False,lead,"International Center for Ethnobotanical Education, Research, and Service",OTHER,Phase 2,OTHER
7986382,NCT04004065,2019-06-26,2019.0,Randomized,None (Open Label),False,lead,"Sarepta Therapeutics, Inc.",INDUSTRY,Phase 2,INDUSTRY
