,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
15407,NCT04232943,dmlt|e. coli double mutant heat labile toxin|inactivated polio vaccine|inactivated poliovirus vaccine,bivalent oral polio vaccine (bopv)|e.coli double mutant heat-labile toxin (dmlt) (adjuvant)|inactivated poliomyelitis vaccine (ipv),Biological,- bopv|poliovirus,poliomyelitis,Neuromuscular Diseases
15408,NCT04232969,exenatide,exenatide extended release 2mg (bydureon),Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
15409,NCT04233437,mlc1501,mlc1501|cyp cocktail|transporter cocktail,Drug,,stroke,Central Nervous System Diseases
15410,NCT04233502,,melatonin,Drug,autism spectrum disorder|sleep disturbances,autism spectrum disorder,Psychiatry and Psychology Category
15411,NCT04234776,- methyl-d-aspartate|aripiprazole|escitalopram|ketamine|n-methyl-d-aspartate|receptor antagonist,ketamine,Drug|Device|Other|Diagnostic Test,depression|depressive|depressive disorder|depressive disorders|resistant depression|treatment-resistant depression,depressive disorder,Psychiatry and Psychology Category
15412,NCT04235478,steroid,combination product: triamcinolone and saline,Drug,arm pain|cervical radiculopathy|neck and|neuralgia|neuropathic pain,neuralgia,Neuromuscular Diseases
15413,NCT04235686,174|dextroamphetamine|l-amphetamine|myd|mydayis,mydayis extended-release capsule,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
15414,NCT04236440,bay 2586116|bay2586116,bay2586116 (b1)|bay2586116 (c)|bay2586116 (b3)|bay2586116 (a1)|bay2586116 (b2),Drug,"sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
15415,NCT04236986,endotoxin|lipopolysaccharide,lipopolysaccharide,Drug,"stress disorders, post-traumatic","post traumatic stress disorder|stress disorders, post-traumatic",Psychiatry and Psychology Category
15416,NCT04237987,aldesleukin|cyclosporine|human interleukin-2,ciclosporin and corticosteroid|aldesleukin|human interleukin-2,Drug,active idiopathic inflammatory myopathy|idiopathic inflammatory myopathy,myositis,Neuromuscular Diseases
15417,NCT04238208,capsaicin|lidocaine,"lidocaine 5% patch|capsaicin 8% patch, per 10 square centimeters",Drug,diabetic neuropathies|diabetic peripheral neuropathic pain|diabetic peripheral neuropathy|pain,diabetic neuropathies,Neuromuscular Diseases
15418,NCT04238416,branched chain amino acids|lactulose,lactulose|branched chain amino acid,Drug,aclf|acute on chronic liver failure|he|overt he|overt hepatic encephalopathy,hepatic encephalopathy,Central Nervous System Diseases
15419,NCT04238572,remifentanil,,Device,,analgesia,Diseases of the nervous system
15420,NCT04239196,steroid|steroids|tocilizumab,tocilizumab and iv steroids combination,Drug|Other,acute anterior ischemic optic neuropathy|aion|gca|giant cell arteritis,"giant cell arteritis|optic neuropathy, ischemic",Central Nervous System Diseases|Cranial Nerve Diseases
15421,NCT04239469,cannabidiol|dronabinol|kl16-012,kl16-012,Drug,fibromyalgia|fibromyalgia refractary to conventional treatment|pain,fibromyalgia,Neuromuscular Diseases
15422,NCT04239755,doxycycline,doxycycline 100 mg oral tablet,Drug|Other,acute traumatic brain injury|tbi,"brain injuries, traumatic",Central Nervous System Diseases
15423,NCT04240314,,scaav9.u7.acca,Biological,"duchenne muscular dystrophy|duplication of exon 2|exon 2 duplication-associated|muscular dystrophy, duchenne","muscular dystrophy, duchenne|duchenne muscular dystrophy",Neuromuscular Diseases
15424,NCT04240496,clozapine|clz,,Other,schizophrenic|treatment-resistant schizophrenia,schizophrenia,Diseases of the nervous system
15425,NCT04241068,aducanumab|biib037,aducanumab,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
15426,NCT04241965,opc-214870,opc-214870,Drug|Other,epilepsy|photoepileptiform discharges|seizures,epilepsy,Central Nervous System Diseases
15427,NCT04242056,,18f-pm-pbb3,Drug,active|multiple sclerosis|non-active ms,multiple sclerosis,Demyelinating Diseases
15428,NCT04242914,ketamine|midazolam,ketamine|midazolam,Drug,childhood sexual abuse|complex post traumatic stress disorder|cptsd|depression|non-suicidal self-injuries|suicidal,self-injurious behavior,Psychiatry and Psychology Category
15429,NCT04243382,,autologous umbilical cord blood,Biological,asd|autism spectrum disorder,autism spectrum disorder,Psychiatry and Psychology Category
15430,NCT04244058,amantadine|l|levodopa,amantadine + l-dopa|nmda blocker,Drug,consciousness disorders|deficit|disorders of consciousness|dysfunction of the anterior forebrain mesocircuit dysfunction|posttraumatic doc|severe brain injury|severe tbi,"brain injuries, traumatic|consciousness disorders",Central Nervous System Diseases|Neurologic Manifestations
15431,NCT04244175,cvl-865,cvl-865,Drug,drug-resistant focal onset seizures,seizures,Neurologic Manifestations
15432,NCT04245319,acitretin|retinoids,acitretin,Drug|Other,vitiligo,depression,Psychiatry and Psychology Category
15433,NCT04245371,lidocaine,lidocaine 1.8%,Drug,carpal tunnel syndrome|moderate to severe pain|moderate-to-severe pain,carpal tunnel syndrome,Neuromuscular Diseases
15434,NCT04245436,duloxetine|escitalopram,duloxetine|escitalopram,Drug,,depression,Psychiatry and Psychology Category
15435,NCT04245592,,refined olive oil|extra virgin olive oil,Dietary Supplement,cardiovascular disease|fibromyalgia|oxidative stress|thrombosis,fibromyalgia,Neuromuscular Diseases
15436,NCT04245709,clenbuterol,clenbuterol,Drug,als|amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
15437,NCT04245748,clonazepam|duloxetine|escitalopram|pregabalin,duloxetine|escitalopram,Drug,ad|anxious depression|dots,depression,Psychiatry and Psychology Category
15438,NCT04245761,,sonidor®,Dietary Supplement,mild and recent sleep disorders|persistent mild sleep disorders,sleep wake disorders,Diseases Category
15439,NCT04246372,tofacitinib,tofacitinib,Drug,autoimmune|autoinflammatory|down syndrome|immune,down syndrome,Neurologic Manifestations
15440,NCT04246437,,[18f]fdopa|carbidopa 200mg oral dose|entacapone 400mg oral dose,Drug,alpha-synucleinopathies|autonomic failure|dementia with lewy bodies|multiple system atrophy|parkinson disease|pure autonomic failure|synucleinopathy,multiple system atrophy|pure autonomic failure|parkinson disease,Central Nervous System Diseases|Autonomic Nervous System Diseases
15441,NCT04246697,acetaminophen|gabapentin|ketorolac|opioids|paracetamol,bupivacaine|morphine|oxycodone|ketorolac|paracetamol|acetaminophen|gabapentin,Drug,head and neck free flap reconstruction|opioid pain|otolaryngology-head and neck free flap reconstructive surgery|pain,analgesia,Diseases of the nervous system
15442,NCT04246905,sulforaphane,selective 5 - ht reuptake inhibitors (ssri)|sulforaphane,Drug|Other,depression|major depressive disorder,depressive disorder,Psychiatry and Psychology Category
15443,NCT04247646,melatonin,melatonin,Dietary Supplement,orthopedic operations|pain|post|post-operative|total knee arthroplasties|total knee arthroplasty,delirium,Diseases of the nervous system|Neurologic Manifestations
15444,NCT04247659,sodium aescinate,sodium aescinate,Drug,ac|acute ischemic stroke|asymmetric cortical vessel sign|asymmetric vascular sign of cortex|cerebral edema|cerebral hemorrhage|cerebral infarction|intracranial vascular occlusion|ischemia|ischemic stroke|massive cerebral infarction,cerebral infarction,Central Nervous System Diseases
15445,NCT04248270,pbb3,18f-pm-pbb3,Drug,"ad dementia|alzheimer's dementia|corticobasal syndrome|degenerative dementia|dementia|dementia, vascular|frontotemporal lobardegeneration|young onset dementia","alzheimer disease|dementia, vascular|dementia",Central Nervous System Diseases|Diseases of the nervous system|Central Nervous System Diseases|Neurodegenerative Diseases
15446,NCT04248465,ravulizumab,ravulizumab,Biological,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
15447,NCT04248608,morphine,morphine sulfate,Procedure|Drug,acute and chronic post mastectomy pain|breast cancer|breast cancer surgeries|modified radical mastectomy|pain|surgical resection of,analgesia,Diseases of the nervous system
15448,NCT04249544,carbidopa|dopamine|dopamine agonist|dopamine agonists|levodopa|pramipexole,pramipexole,Drug,impulsive|parkinson disease|parkinson's,parkinson disease,Central Nervous System Diseases
15449,NCT04249869,,vgh-ad1,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
15450,NCT04250493,,blood sampling|homeostasis model assessment of insulin resistance (homa),Biological,insulin resistance|multiple system atrophy,multiple system atrophy,Central Nervous System Diseases
15451,NCT04250727,nicotine,,Device,cigarette,tobacco use disorder,Diseases Category
15452,NCT04250805,lidocaine|lidocaine viscous|ropivacaine,lidocaine|ropivacaine,Drug,gastrostomy|pain|percutaneous radiological gastrostomy,feeding and eating disorders,Psychiatry and Psychology Category
15453,NCT04251026,dnl310|tividenofusp alfa,tividenofusp alfa,Drug,mucopolysaccharidosis ii,mucopolysaccharidosis ii,Neurologic Manifestations
15454,NCT04251182,t3d-959,45 mg t3d-959|30 mg t3d-959|15mg t3d-959,Drug,mild-to-moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
15455,NCT04251585,insulin,regular novolin r,Drug,apa|parkinson disease,parkinson disease,Central Nervous System Diseases
15456,NCT04251819,baclofen|buprenorphine,baclofen 10mg|baclofen 5 mg,Drug,acute pain,analgesia,Diseases of the nervous system
15457,NCT04251910,bxcl-501|bxcl501,sublingual film containing dexmedetomidine,Drug,acute agitation|agitation|dementia,dementia,Diseases of the nervous system|Central Nervous System Diseases
15458,NCT04252131,,cassia seed tablet,Drug,anti-psychotics|cardiovascular|diabetes mellitus|hyperlipidemia|hypertension|metabolic syndrome|obesity|overweight|schizophrenia,schizophrenia,Diseases of the nervous system
15459,NCT04252313,emla|sucrose,,Other,circumc|circumcision|neonatal|neonatal circumcision|pain,analgesia,Diseases of the nervous system
15460,NCT04252521,dexketoprofen trometamol|metoclopramide,metoclopramide+dexketoprofen trometamol|dexketoprofen trometamol|metoclopramide,Drug,acute headache|acute migraine attack|headache|migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
15461,NCT04252586,cannabidiol|gwp42003,gwp42003-p,Drug,rett syndrome,rett syndrome,Neurologic Manifestations
15462,NCT04252742,erenumab,erenumab,Drug,headache|high frequency episodic migraine|pain,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
15463,NCT04253132,tolfenamic acid,tolfenamic acid,Drug,"progressive supranuclear palsy|supranuclear palsy, progressive","progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
15464,NCT04253457,corticosteroid|local|steroid,1ml of triamcinolone (40mg/1ml),Drug,pain|soft,carpal tunnel syndrome,Neuromuscular Diseases
15465,NCT04256252,rituximab,rituximab,Drug,neuromyelitis optica|neuromyelitis optica spectrum disorder|nmosd,neuromyelitis optica spectrum disorder|neuromyelitis optica,Cranial Nerve Diseases
15466,NCT04256603,gabapentin|pregabalin,gabapentin,Drug|Other,neuralgia|neuropathic pain|spasticity|spinal cord injuries,spinal cord injuries|neuropathic pain|neuralgia,"Neuromuscular Diseases|Trauma, Nervous System"
15467,NCT04256655,cdx 6114|cdx-6114,cohort 1 0.225g|cohort 2 0.75g|cohort 3 2.25 g,Drug,phenylketonuria|phenylketonurias,phenylketonurias,Central Nervous System Diseases
15468,NCT04256785,,vsl#3,Dietary Supplement,fibromyalgia|gastrointestinal symptomatology|gastrointestinal symptoms,fibromyalgia,Neuromuscular Diseases
15469,NCT04257695,opioid|opioid pain reliever|reliever,,Behavioral,pain,analgesia,Diseases of the nervous system
15470,NCT04257851,sumatriptan|theophylline,theophylline anhydrous oral tablet|sumatriptan succinate oral tablet,Drug,post-dural puncture headache,post-dural puncture headache,Central Nervous System Diseases
15471,NCT04257929,pitolisant,pitolisant oral tablets,Drug,excessive daytime sleepiness|prader-willi syndrome,prader-willi syndrome,Neurologic Manifestations
15472,NCT04258774,activated charcoal|carbon dioxide,,Other,,"hypoxia, brain",Central Nervous System Diseases
15473,NCT04259281,gtx-102,gtx-102,Drug,angelman syndrome,angelman syndrome,Central Nervous System Diseases
15474,NCT04259307,,omapone peri 724ml or winuf peri 654ml,Drug,first-ever strokes|stroke|subacute phase|subacute stroke,stroke,Central Nervous System Diseases
15475,NCT04260035,pituitary adenylate cyclase-activating polypeptide|vasoactive intestinal peptide,sterile saline|vasoactive intestinal polypeptide (vip),Drug,episodic migraine|headache|migraine|migraine attacks|migraine disorders|migraine-like attacks|without aura,brain diseases|central nervous system diseases|migraine disorders|migraine|neurologic manifestations,Central Nervous System Diseases|Neurologic Manifestations|Diseases of the nervous system|Central Nervous System Diseases
15476,NCT04260581,amantadine,determination of drug effects through amantadine cessation,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
15477,NCT04260607,ketamine,ketamine hydrochloride|normal saline,Drug,"acutely suicidal|depression|stress disorders, post-traumatic|suicidal behaviors|suicidal ideation|treatment resistant depression",suicide,Psychiatry and Psychology Category
15478,NCT04260711,dextromethorphan|disease modifying|disease-modifying therapies,dimethyltryptamine,Drug,dot-ms|relapsing-onset ms|stable relapsing-onset multiple sclerosis,"multiple sclerosis|multiple sclerosis, relapsing-remitting",Demyelinating Diseases
15479,NCT04261335,,cl2020 cells,Biological,hypothermia|hypoxic ischemic encephalopathy|neonatal,"hypoxia-ischemia, brain",Central Nervous System Diseases
15480,NCT04261478,,antiplatelet agents,Drug,acute intracranial anterior circulation occlusion|acute intracranial thrombectomy|anterior circulation stroke|cervical ica (c-ica) high-grade stenosis|endovascular thrombectomy|ipsilateral|occlusion|occlusion of the extracranial ica|stroke|symptomatic high-grade (≥70 %) atherosclerotic stenosis|tandem lesion|tandem occlusion|tandem occlusion stroke|thrombectomy,carotid artery diseases|carotid stenosis|stroke,Diseases Category|Central Nervous System Diseases
15481,NCT04261712,crn00808|nonpeptide|paltusotine|somatostatin receptor type 2 biased agonist,paltusotine,Drug,acromegaly,acromegaly,Central Nervous System Diseases
15482,NCT04261790,ocrelizumab,ocrelizumab,Drug,b-cell|b-cell tolerance defect|defect|multiple sclerosis|relapsing ms|relapsing multiple sclerosis|relapsing-remitting ms|rheumatoid arthritis|s syndrome|sjogren's syndrome|type-1 diabetes,"multiple sclerosis, relapsing-remitting",Demyelinating Diseases
15483,NCT04262206,atorvastatin|lipid -|statins,atorvastatin 40 mg oral tablet,Drug,cardiovascular disease|dementia|mild|mild cognitive impairment,dementia,Diseases of the nervous system|Central Nervous System Diseases
15484,NCT04262817,nicotine,nicotine form,Drug|Other,,tobacco use disorder|nicotine dependence,Diseases Category
15485,NCT04262895,cysteamine precursor|tti-0102,tti-0102,Drug,"brain injuries, traumatic|chronic tbi|depression|headache|mild brain injury|mild to moderate tbi|pain|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
15486,NCT04263337,,[18f] flortaucipir|[18f] pbr111|[11c] pib,Drug,concussions|nfl|sub-concussive exposure,brain concussion,"Trauma, Nervous System"
15487,NCT04263363,sugammadex,sugammadex 100 mg/ml [bridion],Drug,complications|osa|postoperative|respiratory complications|respiratory dysfunction,"sleep apnea, obstructive",Sleep Wake Disorders
15488,NCT04263454,,"endotoxin, escherichia coli",Drug,chronic pain|fatigue|fibromyalgia,fibromyalgia,Neuromuscular Diseases
15489,NCT04263519,tacrolimus,tacrolimus,Drug,alzheimer disease|mild cognitive impairment,alzheimer disease,Neurodegenerative Diseases
15490,NCT04263623,at-5214,dexmecamylamine hcl,Drug|Other,moderate to severe palmar hyperhidrosis|moderate to severe primary palmar hyperhidrosis,hyperhidrosis,Diseases of the nervous system
15491,NCT04263844,dexmedetomidine|midazolam,intranasal dexmedetomidine|intranasal midazolam,Drug,emergence delirium|eye surgery|ophthalmic surgery,emergence delirium,Neurologic Manifestations
15492,NCT04264026,midomafetamine,midomafetamine,Drug,"combat-related treatment-resistant ptsd|combat-related, refractory ptsd|stress disorders, post-traumatic","post traumatic stress disorder|stress disorders, post-traumatic",Psychiatry and Psychology Category
15493,NCT04264546,d|d antigen|sabin inactivated poliovirus vaccine|sipv|vero cell,sipv,Biological,,poliomyelitis,Neuromuscular Diseases
15494,NCT04264598,cipv|conventional ipv|d|d antigen|sabin inactivated poliovirus vaccine|sipv|vero cell,sipv|commercialized sipv|commercialized ipv,Biological,,poliomyelitis,Neuromuscular Diseases
15495,NCT04265027,opicapone,50 mg bia 9 1067|25 mg ongentys|25 mg bia9 1067|50 mg ongentys,Drug,,parkinson disease,Central Nervous System Diseases
15496,NCT04265053,,ganirelix acetate|estradiol topical|ketorolac tromethamine|tilarginine|testosterone transdermal product,Drug,,cerebral arterial diseases,Central Nervous System Diseases
15497,NCT04265209,,spect|pet,Drug,essential tremor|parkinson disease,essential tremor|parkinson disease,Central Nervous System Diseases
15498,NCT04265755,erenumab,erenumab,Drug,,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
15499,NCT04266288,ketamine,sodium chloride 0.9%|ketamine,Drug,depression|suicidal ideation,depression,Psychiatry and Psychology Category
15500,NCT04266665,-|alpha2-adrenoceptor agonists|dexmedetomidine,dexmedetomidine,Drug|Other,brain tumor exclusion|brain tumor resection|brain tumor surgery|cerebral edema|cerebral hemorrhage|craniotomy|craniotomy resection|glioma|intracranial hypertension|secondary brain injury|tumor|tumor edema,brain neoplasms,Nervous System Neoplasms
15501,NCT04267926,mitoq|mitoquinone,40mg of mitoq|20 mg mitoq,Drug,fatigue|ms|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
15502,NCT04268303,"bxcl501|dex, hcl",sublingual film containing dexmedetomidine (bxcl501),Drug,agitation|psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
15503,NCT04268953,tricaprylin,tricaprylin,Drug,,alzheimer disease,Neurodegenerative Diseases
15504,NCT04270019,polyethylene glycol,polyethylene glycol 3350|normal saline,Drug,crushed|digital nerve laceration|digital nerve transection|peripheral nerve injuries,peripheral nerve injuries,"Trauma, Nervous System"
15505,NCT04270877,low dose naltrexone|naltrexone,naltrexone pill,Drug,fibromyalgia|pain,fibromyalgia,Neuromuscular Diseases
15506,NCT04271878,carbon dioxide|co2|hypercapnia,,Other,postural orthostatic tachycardia syndrome,orthostatic intolerance|postural orthostatic tachycardia syndrome,Autonomic Nervous System Diseases
15507,NCT04271943,,aerobic exercises,Dietary Supplement,cognitive decline|demented|dementia|exer,dementia,Diseases of the nervous system|Central Nervous System Diseases
15508,NCT04272736,,low calorie protein substitute,Dietary Supplement,hyperphenylalaninemia|phenylketonuria|phenylketonurias,phenylketonurias,Central Nervous System Diseases
15509,NCT04273165,etravirine,etravirine tablets,Drug,fa|friedreich ataxia,friedreich ataxia,Central Nervous System Diseases
15510,NCT04273269,glb1|human β-galactosidase cdna,lys-gm101,Genetic,"gangliosidosis, gm1|infantile gm1 gangliosidosis","gangliosidosis, gm1",Central Nervous System Diseases
15511,NCT04273516,acetylsalicylic acid|aspirin|rivaroxaban,rivaroxaban 2.5 mg oral tablet,Drug,acute ischemic stroke|embolic stroke of undetermined source|esus|stroke,stroke,Central Nervous System Diseases
15512,NCT04273737,amantadine|dopaminergic agonist,amantadine hydrochloride,Drug,cerebral palsy|cognitive and motor impairments|motor and cognitive impairments,cerebral palsy,Central Nervous System Diseases
15513,NCT04273841,caffeine,military energy gum,Dietary Supplement,,sleep deprivation,Sleep Wake Disorders
15514,NCT04273932,lithium,lithium,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
15515,NCT04274179,,absence epilepsy medications,Drug,"drug resistant epilepsy|epilepsy|epilepsy, absence|new-onset childhood absence epilepsy|refractory","epilepsy, absence",Central Nervous System Diseases
15516,NCT04274998,,[11c]pbr28|[18f]nos,Drug,alzheimer disease|mild cognitive impairment,alzheimer disease,Neurodegenerative Diseases
15517,NCT04275219,,tongfu capsules,Drug,acute intracerebral haemorrhage|stroke-associated pneumonia,stroke,Central Nervous System Diseases
15518,NCT04275492,pramipexole|pramipexole dihydrochloride|pramipexole hydrochloride|si,praxol hydrochloride sustained release tablet specification: 0.375mg/ tablet (in pramipexole hydrochloride)|pramipexole hydrochloride sustained-release tablet (siforl®) specification: 0.26mg/ tablet (in pramipexole),Drug,,parkinson disease,Central Nervous System Diseases
15519,NCT04275661,ketamine|levobupivacaine|magnesium sulfate,levobupivacaine|ketamine|magnesium sulfate,Procedure|Drug,bi-level erector spinae block|breast cancer surgery|modified radical mastectomy,analgesia,Diseases of the nervous system
15520,NCT04276259,,naltrexone|buprenorphine,Drug,antidepressant|mood,depression,Psychiatry and Psychology Category
15521,NCT04276883,"bxcl501|dex, hcl",sublingual film containing dexmedetomidine (bxcl501),Drug,agitation|bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
15522,NCT04277247,botulinum toxin a|botulinum toxin type a|onabotulinumtoxin a,botulinum toxin type a,Drug,foot dystonia-associated|pain|parkinson disease,dystonic disorders|parkinson disease,Central Nervous System Diseases
15523,NCT04278755,oral,drospirenone-ethinyl estradiol oral tablet,Drug,binge eating,binge-eating disorder|bulimia nervosa|feeding and eating disorders,Psychiatry and Psychology Category|Diseases of the nervous system
15524,NCT04278898,acetylcysteine,acetylcysteine,Drug,autism|autism spectrum disorder|restricted and repetitive behaviors,autism spectrum disorder,Psychiatry and Psychology Category
15525,NCT04279314,trofinetide,trofinetide,Drug,rett syndrome,rett syndrome,Neurologic Manifestations
15526,NCT04279418,ginsenosides|green tea polyphenols|marine collagen peptide,mixed functional foods supplementation,Dietary Supplement,alzheimer disease|dementia|early ad|subject cognitive decline|subjective cognitive decline,alzheimer disease,Neurodegenerative Diseases
15527,NCT04280055,psilocybin,psilocybin,Drug,chronic cluster headache|cluster headache|headache,cluster headache,Central Nervous System Diseases
15528,NCT04280289,cannabidiol,cannabidiol extract,Drug,,epilepsy,Central Nervous System Diseases
15529,NCT04280601,25 (oh) d3|cholecalciferol|ergocalciferol|vitamin d,vitamin d|ergocalciferol,Dietary Supplement,aav|anca-associated vasculitis|egpa|gpa|mpa,microscopic polyangiitis,Central Nervous System Diseases
15530,NCT04280965,quetiapine,quetiapine fumarate,Drug|Other,"co -|mild traumatic brain injury|pe) therapy|prolonged exposure|prolonged exposure (pe) therapy|stress disorders, post-traumatic","post traumatic stress disorder|stress disorders, post-traumatic",Psychiatry and Psychology Category
15531,NCT04281485,pf 06939926,pf-06939926,Genetic|Other,"dmd|duchenne muscular dystrophy|muscular dystrophy, duchenne","muscular dystrophy, duchenne|duchenne muscular dystrophy",Neuromuscular Diseases
15532,NCT04283136,pads|phosphatidyl serine,padsevonil type 3 tablet|padsevonil type 5 tablet|padsevonil type 4 tablet|padsevonil type 2 tablet|padsevonil type 1 tablet 200 mg,Drug,,epilepsy,Central Nervous System Diseases
15533,NCT04283227,,otl-200,Genetic,"late juvenile (lj) metachromatic leukodystrophy|late juvenile mld|leukodystrophy, metachromatic|ls|lysosomal|metachromatic leukodystrophy","metachromatic leukodystrophy|leukodystrophy, metachromatic",Central Nervous System Diseases
15534,NCT04283578,oxytocin,ot,Drug,prader-willi syndrome,prader-willi syndrome,Neurologic Manifestations
15535,NCT04283656,doravirine|estradiol|spironolactone|tenofovir disoproxil fumarate,doravirine/lamivudine/tenofovir|estradiol 2mg|spironolactone 100mg,Drug|Other,hiv-negative|human immunodeficiency virus|transgender|transgender women,gender dysphoria,Psychiatry and Psychology Category
15536,NCT04283669,crizotinib,crizotinib,Drug,"neurofibromatosis 2|neuroma, acoustic|progressive vestibular schwannoma|progressive vestibular schwannomas",neurofibromatosis 2,Cranial Nerve Diseases
15537,NCT04285255,,dexmedetomidine injection [precedex]|fentanyl|ketamine|lidocaine,Drug,laparoscopic sleeve gastrectomy,analgesia,Diseases of the nervous system
15538,NCT04285281,gabapentin,gabapentin oral capsules,Drug,carpal tunnel syndrome|pain,carpal tunnel syndrome,Neuromuscular Diseases
15539,NCT04285333,lidocaine,,Procedure,hip fracture|hip fracture repair|pain,analgesia,Diseases of the nervous system
15540,NCT04285346,ganaxolone,ganaxolone,Drug,primary seizure types|tsc-related epilepsy|tuberous sclerosis complex-related epilepsy,tuberous sclerosis,Neurocutaneous Syndromes
15541,NCT04285515,lumateperone,lumateperone,Drug,bipolar disorder|bipolar i or|bipolar ii disorder|major depressive disorder|major depressive episodes,bipolar disorder,Psychiatry and Psychology Category
15542,NCT04287140,diclofenac potassium|normal saline,,Other,acute migraine attack|migraine|migraine disorders|pain,migraine disorders,Central Nervous System Diseases
15543,NCT04287543,melatonin,melatonin,Drug,parkinson disease|sleep wake disorders,parkinson disease,Central Nervous System Diseases
15544,NCT04287881,,methylenetetrahydrofolate reductase (mthfr) deficiency,Genetic,adult onset|adult-onset|epileptic seizures|ischemic cerebrovascular diseases|methylene|methylenetetrah|mthfr deficiency|mthfr) deficiency|reductase deficiency,epilepsy,Central Nervous System Diseases
15545,NCT04288856,biib078,biib078,Drug,c9orf72-als|c9orf72-associated amyotrophic lateral sclerosis|chromosome 9 open reading frame 72-amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
15546,NCT04288934,,collection and expansion of bm-msc,Biological,acute and subacute spinal cord injury|spinal cord injuries,spinal cord injuries,"Trauma, Nervous System"
15547,NCT04289142,dexmedetomidine,dexmedetomidine hydrochloride group,Drug,cardiac surgery|cognitive deficits|memory impairment|postoperative cognitive dysfunction|surgery,confusion|nervous system diseases|mental disorders|neurologic manifestations|delirium|neurobehavioral manifestations|neurocognitive disorders,Diseases Category|Diseases of the nervous system|Neurologic Manifestations|Neurologic Manifestations|Psychiatry and Psychology Category
15548,NCT04289467,corticotropin|fenfluramine|vig,fenfluramine,Drug,"epileptic spasms|infantile spasms|refractory infantile spasms|spasms, infantile","spasms, infantile",Central Nervous System Diseases
15549,NCT04290169,abobotulinumtoxina|botulinum toxin a|incobotulinumtoxina|onabotulinumtoxina,incobotulinumtoxina,Drug|Device,anxiety|cerebral palsy|depression|spastic cerebral palsy|spasticity|spinal|stroke|traumatic brain,cerebral palsy,Diseases Category
15550,NCT04290182,,msc-ki-pl-204,Biological,aphonia|dysphonia|severe hoarseness|vocal fold scarring,dysphonia|aphonia|hoarseness,Neurologic Manifestations
15551,NCT04291066,acetylcysteine|multi|n-acetyl-cysteine|vitamins,n-acetyl cysteine,Drug,"brain injuries, traumatic|tbi","brain injuries, traumatic",Central Nervous System Diseases
15552,NCT04291456,minocycline,minocycline 100mg,Drug,early multiple sclerosis|event,multiple sclerosis,Demyelinating Diseases
15553,NCT04291469,,"maltodextrin|prebiotics (combined inulin and maltodextrin tables)|probiotics（live combined bifidobacteria, lactobacillus and maltodextrin tables)",Drug|Dietary Supplement,antipsychotic induced psychotic syndrome|schizophrenia,schizophrenia,Diseases of the nervous system
15554,NCT04291859,lu af28996,lu af28996,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
15555,NCT04292457,propofol|sevoflurane,sevoflurane|propofol,Drug,behavioral|behavioral disturbances|emergence delirium|removal of their tonsils|surgery|surgery for,emergence delirium,Neurologic Manifestations
15556,NCT04292561,sevoflurane,high mac|low mac,Drug,delirium|emergence delirium,emergence delirium,Neurologic Manifestations
15557,NCT04293159,,lactobacillus casei dg (enterolactis duo®),Dietary Supplement,constipation|parkinson disease,parkinson disease,Central Nervous System Diseases
15558,NCT04293380,albumin,,Procedure,down syndrome,down syndrome,Neurologic Manifestations
15559,NCT04293783,,l.reuteri,Dietary Supplement,autism spectrum disorder|gi|social deficits,autism spectrum disorder,Psychiatry and Psychology Category
15560,NCT04293874,doconexent|docosahexaenoic,,Behavioral,breast cancer survivors|depression|early-stage breast cancer|fatigue|inflammation|pain|psychoneuro|psychoneurological symptoms|sleep|stress,depression,Psychiatry and Psychology Category
15561,NCT04294147,erenumab|galcanezumab|mab cgrp antagonist|monoclonal antibody (mab) calcitonin gene-related peptide (cgrp) antagonist,erenumab|galcanezumab,Drug,migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
